,academic_session,available_to_erasmus_students,available_to_visiting_students,code,credits,level,remark,school,taught_wholly_by_distance_learning,title,typically_offered
3777,2017-18,Yes,Yes,MED5375,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Evidence synthesis,Semester 1
3778,2017-18,Yes,Yes,MED5376,10,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Foundations of Decision Analytic Modelling for Health Technology Assessment,Semester 1
3779,2017-18,No,Yes,MED5021,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Further Epidemiology And Statistics,Semester 2
3780,2017-18,No,Yes,MED5430,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Further Epidemiology and Statistics,Semester 2
3781,2017-18,No,Yes,MED5269P,60,Level 5 (SCQF level 11),,Health and Wellbeing,,Global Mental Health Dissertation,Semester 2
3782,2017-18,No,Yes,MED5446P,60,Level 5 (SCQF level 11),DL,Health and Wellbeing,Yes,Global Mental Health Dissertation,Full Year
3783,2017-18,No,No,MED5022,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Globalisation And Public Health,Semester 2
3784,2017-18,No,Yes,MED5431,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Globalisation and Public Health,Summer
3785,2017-18,Yes,Yes,MED5275,20,Level 5 (SCQF level 11),,Health and Wellbeing,Yes,HTA: policy and principles,Semester 1
3786,2017-18,Yes,Yes,MED5023,20,Level 5 (SCQF level 11),,Health and Wellbeing,Yes,Health Economics for HTA online,Semester 2
3787,2017-18,No,Yes,MED5024,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Health Promotion: Principles And Practice,Semester 2
3788,2017-18,No,Yes,MED5432,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Health Promotion: Principles and Practice,Summer
3789,2017-18,Yes,Yes,MED5377,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Health Technology Assessment  in a global context,Semester 2
3790,2017-18,Yes,No,MED5277P,60,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Health Technology Assessment:  Research Project,Full Year
3791,2017-18,No,Yes,MED5447,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Improving Access to Mental Health Care in the Global Context,Semester 2
3792,2017-18,No,No,MED5440,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,International Primary Care Principles and Systems,Semester 1
3793,2017-18,No,No,MED5027,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Introduction To Epidemiology,Semester 1
3794,2017-18,No,Yes,MED5029,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Introduction To Statistical Methods,Semester 1
3795,2017-18,Yes,Yes,MED5433,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Introduction to Epidemiology,Semester 2
3796,2017-18,No,Yes,MED5267,10,Level 5 (SCQF level 11),,Health and Wellbeing,,Introduction to Mental Health and Disability,Semester 1
3797,2017-18,No,Yes,MED5448,10,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Introduction to Mental Health and Disability,Semester 1
3798,2017-18,No,Yes,MED5477,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Introduction to Statistical Methods,Semester 1
3799,2017-18,No,No,MED5479P,60,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,MPH Research Project,Summer
3800,2017-18,,No,MED5334P,60,Level 5 (SCQF level 11),,Health and Wellbeing,,MPH research project,Full Year
3801,2017-18,,No,MED5315P,60,Level 5 (SCQF level 11),SYSU,Health and Wellbeing,,MPH research project,Full Year
3802,2017-18,No,No,MED5442,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Management of Long Term Conditions in Primary Care,Semester 1
3803,2017-18,No,No,MED5040,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Managing Health Care Organisations,Semester 2
3804,2017-18,No,Yes,MED5478,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Managing Health Care Organisations,Semester 2
3805,2017-18,No,Yes,MED5271,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Mental Health Promotion Across the Life-span,Semester 2
3806,2017-18,No,Yes,MED5449,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Mental Health Promotion across the Life-span,Semester 2
3807,2017-18,No,Yes,MED5266,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Mental Health and Disability: International Law and Policy,Semester 2
3808,2017-18,No,Yes,MED5450,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Mental Health and Disability: International Law and Policy,Semester 2
3809,2017-18,,Yes,MED5159,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Neurosciences For Clinical Neuropsychology,Semester 2
3810,2017-18,No,Yes,MED5054,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Oral Health,Semester 2
3811,2017-18,Yes,Yes,MED5379,10,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Outcome measurement and valuation for Health Technology Assessment,Semester 1
3812,2017-18,,Yes,MED5163,10,Level 5 (SCQF level 11),,Health and Wellbeing,,Paediatric Neurological Conditions And  Clinical Neuropsychology M8,Semester 2
3813,2017-18,No,No,MED5443P,60,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Primary Care Research Project,Full Year
3814,2017-18,No,Yes,MED5068,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Principles of Public Health,Semester 1
3815,2017-18,Yes,Yes,MED5434,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Principles of Public Health,Semester 2
3816,2017-18,,Yes,MED5173,15,Level 5 (SCQF level 11),,Health and Wellbeing,,Professional Issues And Research Design  In Clinical Neuropsychology M2,Semester 1
3817,2017-18,,No,MED5070P,60,Level 5 (SCQF level 11),,Health and Wellbeing,,Project,Runs Throughout Semesters 1 and 2
3818,2017-18,No,Yes,MED5075,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Psychosocial Approaches To Public Health,Semester 2
3819,2017-18,No,Yes,MED5435,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Psychosocial Approaches to Public Health,Summer
3820,2017-18,No,Yes,MED5077,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Qualitative Research Methods,Semester 2
3821,2017-18,Yes,Yes,MED5454,10,Level 5 (SCQF level 11),Online,Health and Wellbeing,,Qualitative Research Methods for Health Technology Assessment,Semester 2
3822,2017-18,Yes,Yes,MED5436,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Qualitative Research Methods for Public Health,Semester 2
3823,2017-18,No,No,MED5082,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Research Methods,Semester 1
3824,2017-18,No,No,MED5468,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Research Methods,Semester 1
3825,2017-18,No,Yes,MED5272,20,Level 5 (SCQF level 11),,Health and Wellbeing,,"Research Methods (Qualitative, Quantitative and Health Economics)",Semester 1
3826,2017-18,No,No,MED5499,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Research Methods in Health & Wellbeing,Semester 1
3827,2017-18,No,Yes,MED5451,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,"Research Methods: Qualitative, Quantitative and Health Economics",Semester 1
3828,2017-18,Yes,Yes,MED5372,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Statistical methods for Health Technology Assessment  and Evidence Based Medicine,Semester 2
3829,2017-18,,Yes,MED5201,20,Level 5 (SCQF level 11),,Health and Wellbeing,,Stroke And  Clinical Neuropsychology M7,Semester 2
3830,2017-18,Yes,Yes,MED5380,10,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Survival analysis for Health Technology Assessment,Semester 2
3831,2017-18,No,Yes,MED5273,10,Level 5 (SCQF level 11),,Health and Wellbeing,,The Global Burden of Mental Health Difficulties,Semester 1
3832,2017-18,No,Yes,MED5452,10,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,The Global Burden of Mental Health Difficulties,Semester 1
3833,2017-18,No,Yes,MED5437,20,Level 5 (SCQF level 11),Online,Health and Wellbeing,Yes,Understanding Evidence for  the Real World: Critical Appraisal for Healthcare,Semester 2
3834,2017-18,No,No,MED5500,20,Level 5 (SCQF level 11),,Infection Immunity and Inflammation,Yes,Introduction to One Health,Semester 1
3835,2017-18,No,No,MED5501P,60,Level 5 (SCQF level 11),,Infection Immunity and Inflammation,Yes,One Health: Dissertation,Full Year
3836,2017-18,No,No,MED5002,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Advanced Instrumentation,Semester 2
3837,2017-18,No,Yes,MED5403,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Advanced Nucleic Acid Techniques in Medicine,Semester 2
3838,2017-18,No,No,MED5482,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Applied Decontamination and Infection Control Research Methods,Semester 2
3839,2017-18,No,No,MED5483,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Applied Oral Disease Pathogenesis Research Methods,Semester 2
3840,2017-18,No,Yes,MED5404,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Applied Research in Human Nutrition and Metabolism,Semester 2
3841,2017-18,No,Yes,MED5405,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Applied Translation Methodologies,Semester 2
3842,2017-18,No,Yes,MED5386,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Assessment in Health Professions,Summer
3843,2017-18,No,Yes,MED5488,20,Level 5 (SCQF level 11),online,School of Medicine Dentistry and Nursing,Yes,Biomarkers for Precision Medicine,Semester 2
3844,2017-18,,No,MED5305,30,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Body Systems Measurement and Imaging,Runs Throughout Semesters 1 and 2
3845,2017-18,No,No,MED5503,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Cardiovascular and Respiratory Child Health,Semester 2
3846,2017-18,No,No,MED5328,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Case Investigations in Medical Genetics,Semester 2
3847,2017-18,No,No,MED5006,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Case Review & Interpretation,Semester 2
3848,2017-18,No,No,MED5495,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Causes of multi-organ failure,Semester 1
3849,2017-18,No,Yes,MED5425,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Clinical Genomics,Semester 2
3850,2017-18,,Yes,MED5312,0,Level 5 (SCQF level 11),S1,School of Medicine Dentistry and Nursing,,Clinical Incoming Elective,Runs Throughout Semesters 1 and 2
3851,2017-18,,No,MED4002,0,Level 5 (SCQF level 11),S2,School of Medicine Dentistry and Nursing,,Clinical Incoming Elective,Semester 2
3852,2017-18,No,Yes,MED5370,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Clinical Nutrition CPD,Semester 2
3853,2017-18,,No,MED5102P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Clinical Nutrition Case Studies,Summer
3854,2017-18,No,No,MED5103P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Clinical Nutrition Research Dissertation,Summer
3855,2017-18,No,No,MED5104,30,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Clinical Nutrition Specialisation,Runs Throughout Semesters 1 and 2
3856,2017-18,No,Yes,MED5406,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Clinical and Research Audit,Semester 2
3857,2017-18,No,No,MED5427,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Community Placement 1,Summer
3858,2017-18,No,No,MED5420,30,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Community Placement 2,Summer
3859,2017-18,No,No,MED5498,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Critical Care Governance,Semester 2
3860,2017-18,No,No,MED5493P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Critical Care: Dissertation,Summer
3861,2017-18,No,Yes,MED5387,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Curriculum approaches and design,Semester 1
3862,2017-18,No,Yes,MED5388,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Designing education research,Semester 2
3863,2017-18,No,No,MED5407,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Diagnostic Science in Action,Semester 2
3864,2017-18,No,Yes,MED5127,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Dietary And Nutritional Assessment,Runs Throughout Semesters 1 and 2
3865,2017-18,No,Yes,MED5128,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Digestion, Absorption And Nutritional Metabolism",Semester 1
3866,2017-18,No,Yes,MED5332,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Disease Screening in Populations,Semester 2
3867,2017-18,No,Yes,MED5399P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Dissertation in Health Professions Education,Full Year
3868,2017-18,No,No,MED5463P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Dissertation in Molecular Pathology,Full Year
3869,2017-18,No,No,MED5460,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Distress or Disorder: Reactions to a medical diagnosis,Semester 1
3870,2017-18,No,Yes,MED5489,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Drug Discovery and Clinical Trials for Molecular Pathology,Semester 1
3871,2017-18,No,No,MED5461,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Effective listening and communication skills,Semester 2
3872,2017-18,No,Yes,MED5389,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Evaluation of courses and curricula,Semester 2
3873,2017-18,No,Yes,MED5390,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Evidence in education research,Semester 1
3874,2017-18,No,No,MED5365,20,Level 5 (SCQF level 11),DL,School of Medicine Dentistry and Nursing,,Evidence-Based Research in Medicine,Runs Throughout Semesters 1 and 2
3875,2017-18,No,No,MED5492,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Evidence-based Quality Improvement,Semester 1
3876,2017-18,No,No,MED5351,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Evidence-based Research in Medicine,Semester 1
3877,2017-18,No,Yes,MED5139,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Food And Nutrient Requirements And Nutrition Through The  Lifecycle,Semester 1
3878,2017-18,No,No,MED5069P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Forensic Toxicology Project,Summer
3879,2017-18,No,Yes,MED5457,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Fundamentals of Molecular Biology and Genetics for Histopathology,Semester 1
3880,2017-18,No,No,MED5423,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Genetic Counselling Placement 1,Semester 1
3881,2017-18,No,No,MED5424,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Genetic Counselling Placement 2,Semester 2
3882,2017-18,No,No,MED5426P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Genetic Couselling Dissertation,Summer
3883,2017-18,No,No,MED5419,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Genetic Disease and Clinical Practice,Semester 1
3884,2017-18,No,No,MED5330,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Genetic Disease: from the Laboratory to the Clinic,Semester 1
3885,2017-18,No,No,MED5421,30,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Genetic counselling in clinical practice,Semester 2
3886,2017-18,No,Yes,MED5398,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Governance and ethics in education research,Summer
3887,2017-18,No,No,MED5146,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Introduction To Sports And Exercise Science For Nutritionists,Semester 2
3888,2017-18,No,No,MED5030,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Laboratory Techniques in Forensic Toxicology,Semester 1
3889,2017-18,No,Yes,MED5412,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Laboratory Techniques in Oral Sciences,Semester 1
3890,2017-18,No,Yes,MED5391,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Leadership in health professions education,Summer
3891,2017-18,No,Yes,MED5392,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Learning in Health Professions,Semester 1
3892,2017-18,No,No,MED5494,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Management of multi-organ failure,Semester 2
3893,2017-18,No,Yes,MED5393,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Managing the health professions curriculum,Summer
3894,2017-18,No,No,MED5329P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Medical Genetics Dissertation,Summer
3895,2017-18,No,Yes,MED5408,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Medical and Research Ethics,Semester 1
3896,2017-18,No,Yes,MED5409,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Microbes in Medicine,Semester 2
3897,2017-18,No,No,MED5504,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Miscellaneous Paediatric Sub-Specialities,Semester 2
3898,2017-18,No,Yes,MED5458,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Molecular Tests and Techniques for Histopathology,Semester 2
3899,2017-18,No,Yes,MED5459,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Multidisciplinary Approaches to Molecular Pathology,Summer
3900,2017-18,No,No,MED5481,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Nutrition In Depth Review,Runs Throughout Semesters 1 and 2
3901,2017-18,No,No,MED5480,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Nutrition Research Proposal,Runs Throughout Semesters 1 and 2
3902,2017-18,No,No,MED5487,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Obesity & Weight Management,Semester 2
3903,2017-18,No,No,MED5160P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Obesity And Weight Management Research Dissertation,Summer
3904,2017-18,No,No,MED5161,30,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Obesity And Weight Management Specialisation,Semester 2
3905,2017-18,No,No,MED5484,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Oral Sciences Research Methods,Semester 2
3906,2017-18,No,No,MED5505,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Paediatric Gastroenterology and Endocrinology,Semester 1
3907,2017-18,No,No,MED5506,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Paediatric Neurology,Semester 2
3908,2017-18,No,No,MED5507,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Paediatric Public and Social Health,Semester 1
3909,2017-18,No,No,MED5485,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Pathogenesis of Oral Disease,Semester 2
3910,2017-18,Yes,No,MED5462,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Patient Empowerment: Supporting decisions relating to new diagnoses,Semester 1
3911,2017-18,,No,MED5065,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Postgraduate Certificate In Child Health,Full Year
3912,2017-18,No,No,MED5067,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Principles of Forensic Toxicology,Semester 1
3913,2017-18,No,Yes,MED5299,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Programming for the clinical scientist,Semester 1
3914,2017-18,,No,MED5071P,40,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Project,Full Year
3915,2017-18,,No,MED5073P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Project Dissertation,Summer
3916,2017-18,No,No,MED5181P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Public Health Nutrition Research Dissertation,Summer
3917,2017-18,No,No,MED5182,30,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Public Health Nutrition Specialisation,Semester 2
3918,2017-18,No,Yes,MED5180,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Public Health and Eating Behaviour,Runs Throughout Semesters 1 and 2
3919,2017-18,No,Yes,MED5303,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Radiation Physics in Imaging,Semester 1
3920,2017-18,No,Yes,MED5302,15,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Radiotherapy Physics,Semester 2
3921,2017-18,No,No,MED5081,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Research & Laboratory Management,Semester 2
3922,2017-18,No,Yes,MED5394P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Research Dissertation in Health Professions Education,Full Year
3923,2017-18,No,Yes,MED5306P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Research Dissertation in Medical Physics,Summer
3924,2017-18,No,No,MED5486P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Research Dissertation in Oral Sciences,Summer
3925,2017-18,No,No,MED5496,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Research and scientific writing skills,Semester 1
3926,2017-18,,Yes,MED5331,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,SNP Assay Design and Validation,Semester 2
3927,2017-18,No,Yes,MED5300,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Scientific management,Semester 2
3928,2017-18,No,No,MED5497,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Sepsis,Semester 2
3929,2017-18,No,Yes,MED5395,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Simulation in Health Professions Education,Semester 2
3930,2017-18,No,No,MED5422,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Social Science Research Methods (Genetic Counselling),Semester 2
3931,2017-18,No,No,MED5491,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Sports And Exercise Nutrition,Semester 2
3932,2017-18,No,No,MED5198P,60,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Sports And Exercise Nutrition Research Dissertation,Summer
3933,2017-18,No,No,MED5199,30,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Sports And Exercise Nutrition Specialisation,Semester 2
3934,2017-18,No,Yes,MED5304,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Statistics for the clinical scientist,Semester 1
3935,2017-18,No,Yes,MED5396,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Teaching and assessment of clinical skills,Semester 1
3936,2017-18,No,Yes,MED5397,20,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,Yes,Teaching in Health Professions,Semester 2
3937,2017-18,No,Yes,MED5301,15,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,The Physics of Medical Imaging,Runs Throughout Semesters 1 and 2
3938,2017-18,No,Yes,MED5414,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,Translational Immunology,Semester 2
3939,2017-18,No,Yes,MED5428,10,Level 5 (SCQF level 11),,School of Medicine Dentistry and Nursing,,"Translational Research Approaches in Oral Sciences,",Semester 1
3940,2017-18,,No,MED5033,0,"Level 5 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,MBChB 5 Clinical Examination,Runs Throughout Semesters 1 and 2
3941,2017-18,No,No,MED5034,0,"Level 5 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,MBChB Written Final Paper,Runs Throughout Semesters 1 and 2
3942,2017-18,No,No,MED5035,120,"Level 5 (BDS, BVMS, MBChB)",,School of Medicine Dentistry and Nursing,,MBChB Year 5,Runs Throughout Semesters 1 and 2
3943,2017-18,,No,MED6034,40,Level 6 (SCQF level 12),,Health and Wellbeing,,DCLINPSY:  ADVANCED CLINICAL PRACTICE II,Full Year
3944,2017-18,,No,MED6020,40,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Advanced Clinical Practice I,Runs Throughout Semesters 1 and 2
3945,2017-18,,No,MED6021,10,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Advanced Professional Practice I,Semester 2
3946,2017-18,,No,MED6022,10,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Advanced Professional Practice II,Semester 2
3947,2017-18,,No,MED6023,50,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Childadolescentfamilytheorypractice,Runs Throughout Semesters 1 and 2
3948,2017-18,,No,MED6024,10,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Evidence Based Practitioner,Runs Throughout Semesters 1 and 2
3949,2017-18,,No,MED6026,45,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Foundation Knowledge Understanding And Skills,Semester 1
3950,2017-18,,No,MED6027,30,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Foundations Of Clinical Psychology,Summer
3951,2017-18,,No,MED6028,50,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Learning Disability Theory And Practice,Semester 2
3952,2017-18,,No,MED6029,10,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Psychology And The Law,Runs Throughout Semesters 1 and 2
3953,2017-18,,No,MED6030,15,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Research Design And Statistics,Runs Throughout Semesters 1 and 2
3954,2017-18,,No,MED6031,45,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Research Practice I,Semester 2
3955,2017-18,,No,MED6032,10,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy: Service Based Evaluation,Runs Throughout Semesters 1 and 2
3956,2017-18,,No,MED6033,50,Level 6 (SCQF level 12),,Health and Wellbeing,,DClinPsy:Foundation Clinical Practice II,Runs Throughout Semesters 1 and 2
3957,2017-18,,No,MED6025,45,Level 6 (SCQF level 12),,Health and Wellbeing,,Dclinpsy: Foundation Clinical Practice I,Runs Throughout Semesters 1 and 2
3958,2017-18,Yes,Yes,MODLANG1003,20,Level 1 (SCQF level 7),,School of Modern Languages and Cultures,,Chinese 1 (Early Exit),Semester 1
3959,2017-18,Yes,Yes,MODLANG1002,40,Level 1 (SCQF level 7),Mandarin,School of Modern Languages and Cultures,,Chinese 1,Runs Throughout Semesters 1 and 2
3960,2017-18,,Yes,MODLANG1001,10,Level 1 (SCQF level 7),,School of Modern Languages and Cultures,,Filming Frontier: European and Latin-American Cinema,Summer
3961,2017-18,Yes,Yes,MODLANG2001,20,Level 2 (SCQF level 8),,School of Modern Languages and Cultures,,Chinese 2 (Early Exit),Semester 1 (Alternate Years)
3962,2017-18,Yes,Yes,MODLANG2002,40,Level 2 (SCQF level 8),Mandarin,School of Modern Languages and Cultures,,Chinese 2,Runs Throughout Semesters 1 and 2
3963,2017-18,,Yes,MODLANG4004,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,European and Latin-American Cinema: Transatlantic Connections,Runs Throughout Semesters 1 and 2
3964,2017-18,Yes,Yes,MODLANG4006,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,or Hate: Emotions in Cultural and Historical Context,Runs Throughout Semesters 1 and 2
