,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Club Tijuana,11,,,,,
1,,,Atlas,13,,,,,
2,,,Monterrey,15,,,,,
3,,,Tigres,16,,,,,
4,,,Pachuca,17,,,,,
5,,,Santos,18,,,,,
6,,,Morelia,18,,,,,
7,,,América,18,,,,,
8,,,Pumas,18,,,,,
9,,,Club Querétaro,20,,,,,
10,,,Cruz Azul,21,,,,,
11,,,Chivas,21,,,,,
12,,,Puebla,23,,,,,
13,,,Toluca,27,,,,,
14,,,Estudiantes,28,,,,,
15,,,Gallos Blancos,30,,,,,
16,,,Chiapas FC,30,,,,,
17,,,Atlante,31,,,,,
