,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Estudiantes,25,,,,,
1,,,Toluca,32,,,,,
2,,,Cruz Azul,33,,,,,
3,,,Chivas,34,,,,,
4,,,Atlas,40,,,,,
5,,,Pumas,46,,,,,
6,,,Puebla,49,,,,,
7,,,León,50,,,,,
8,,,Necaxa,51,,,,,
9,,,América,51,,,,,
10,,,Correcaminos,53,,,,,
11,,,Santos,56,,,,,
12,,,Tigres,58,,,,,
13,,,Atlante,59,,,,,
14,,,Gallos Blancos,59,,,,,
15,,,Leones Negros,60,,,,,
16,,,Veracruz,65,,,,,
17,,,Morelia,65,,,,,
18,,,Toros Neza,69,,,,,
19,,,Monterrey,71,,,,,
