,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Toluca,15,,,,,
1,,,Pachuca,19,,,,,
2,,,Santos,22,,,,,
3,,,Chivas,22,,,,,
4,,,Puebla,23,,,,,
5,,,América,23,,,,,
6,,,Veracruz,23,,,,,
7,,,Atlas,24,,,,,
8,,,Necaxa,26,,,,,
9,,,Tigres,27,,,,,
10,,,Club Querétaro,29,,,,,
11,,,Estudiantes,29,,,,,
12,,,Morelia,30,,,,,
13,,,Pumas,31,,,,,
14,,,Dorados,32,,,,,
15,,,Atlante,33,,,,,
16,,,Monterrey,34,,,,,
17,,,Cruz Azul,37,,,,,
