,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Pumas,16,,,,,
1,,,Estudiantes,17,,,,,
2,,,Santos,20,,,,,
3,,,Chivas,20,,,,,
4,,,Morelia,20,,,,,
5,,,Toluca,20,,,,,
6,,,Atlante,21,,,,,
7,,,Monterrey,22,,,,,
8,,,Indios,22,,,,,
9,,,Pachuca,23,,,,,
10,,,Puebla,24,,,,,
11,,,Club Querétaro,24,,,,,
12,,,Tigres,26,,,,,
13,,,América,27,,,,,
14,,,Chiapas FC,27,,,,,
15,,,Atlas,29,,,,,
16,,,Necaxa,30,,,,,
17,,,Cruz Azul,33,,,,,
