,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Cruz Azul,15,,,,,
1,,,América,15,,,,,
2,,,Club Tijuana,15,,,,,
3,,,Morelia,16,,,,,
4,,,Chivas,17,,,,,
5,,,León,17,,,,,
6,,,Toluca,17,,,,,
7,,,Tigres,18,,,,,
8,,,Pachuca,20,,,,,
9,,,Pumas,23,,,,,
10,,,Monterrey,23,,,,,
11,,,Atlas,24,,,,,
12,,,Chiapas FC,24,,,,,
13,,,Club Querétaro,24,,,,,
14,,,Santos,26,,,,,
15,,,Puebla,27,,,,,
16,,,Atlante,28,,,,,
17,,,Gallos Blancos,30,,,,,
