,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Cruz Azul,38,,,,,
1,,,Tigres,38,,,,,
2,,,Necaxa,40,,,,,
3,,,Pumas,41,,,,,
4,,,Chivas,42,,,,,
5,,,Santos,43,,,,,
6,,,Veracruz,45,,,,,
7,,,América,45,,,,,
8,,,Atlas,45,,,,,
9,,,Toluca,45,,,,,
10,,,Celaya,46,,,,,
11,,,Monterrey,47,,,,,
12,,,Estudiantes,47,,,,,
13,,,León,49,,,,,
14,,,Toros Neza,50,,,,,
15,,,Morelia,50,,,,,
16,,,Puebla,54,,,,,
17,,,Atlante,56,,,,,
