,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,La Piedad,17,,,,,
1,,,Toluca,17,,,,,
2,,,Chivas,21,,,,,
3,,,Pumas,22,,,,,
4,,,Tigres,23,,,,,
5,,,Necaxa,23,,,,,
6,,,América,23,,,,,
7,,,Morelia,25,,,,,
8,,,Atlas,28,,,,,
9,,,Monterrey,28,,,,,
10,,,Cruz Azul,29,,,,,
11,,,Atlante,29,,,,,
12,,,Celaya,29,,,,,
13,,,Veracruz,30,,,,,
14,,,Santos,31,,,,,
15,,,Pachuca,33,,,,,
16,,,Estudiantes,34,,,,,
17,,,León,36,,,,,
18,,,Puebla,45,,,,,
