,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Veracruz,18,,,,,
1,,,Morelia,20,,,,,
2,,,América,20,,,,,
3,,,Atlas,20,,,,,
4,,,Tigres,22,,,,,
5,,,Pachuca,23,,,,,
6,,,Gallos Blancos,23,,,,,
7,,,Monterrey,23,,,,,
8,,,Cruz Azul,24,,,,,
9,,,Necaxa,24,,,,,
10,,,Santos,24,,,,,
11,,,Chivas,24,,,,,
12,,,Atlante,25,,,,,
13,,,Club Querétaro,26,,,,,
14,,,Cuernavaca,28,,,,,
15,,,Toluca,30,,,,,
16,,,Puebla,31,,,,,
17,,,Pumas,35,,,,,
18,,,Estudiantes,36,,,,,
19,,,Chiapas FC,38,,,,,
