,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Chivas,28,,,,,
1,,,Cruz Azul,32,,,,,
2,,,Pumas,33,,,,,
3,,,América,33,,,,,
4,,,Toluca,38,,,,,
5,,,Atlante,39,,,,,
6,,,Potosino,42,,,,,
7,,,Toros Neza,43,,,,,
8,,,Morelia,46,,,,,
9,,,Necaxa,46,,,,,
10,,,Ángeles,47,,,,,
11,,,Puebla,48,,,,,
12,,,Leones Negros,49,,,,,
13,,,Irapuato,49,,,,,
14,,,Tigres,52,,,,,
15,,,Atlas,54,,,,,
16,,,Estudiantes,54,,,,,
17,,,Monterrey,55,,,,,
18,,,León,57,,,,,
19,,,Cobras,58,,,,,
20,,,Tampico Madero,59,,,,,
