,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Necaxa,13,,,,,
1,,,Chivas,14,,,,,
2,,,Cruz Azul,17,,,,,
3,,,Santos,18,,,,,
4,,,Toluca,19,,,,,
5,,,Club Querétaro,19,,,,,
6,,,Monterrey,22,,,,,
7,,,Chiapas FC,23,,,,,
8,,,Puebla,25,,,,,
9,,,Atlas,25,,,,,
10,,,Morelia,25,,,,,
11,,,Pachuca,25,,,,,
12,,,Pumas,26,,,,,
13,,,América,26,,,,,
14,,,Tigres,28,,,,,
15,,,Veracruz,29,,,,,
16,,,Estudiantes,29,,,,,
17,,,Atlante,30,,,,,
