,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Necaxa,18,,,,,
1,,,Pachuca,19,,,,,
2,,,Tigres,20,,,,,
3,,,Atlante,21,,,,,
4,,,Pumas,23,,,,,
5,,,Toluca,24,,,,,
6,,,América,26,,,,,
7,,,Chivas,28,,,,,
8,,,Santos,29,,,,,
9,,,Estudiantes,29,,,,,
10,,,Morelia,29,,,,,
11,,,Monterrey,29,,,,,
12,,,Puebla,30,,,,,
13,,,Cruz Azul,30,,,,,
14,,,Atlas,32,,,,,
15,,,Irapuato,32,,,,,
16,,,Club Querétaro,34,,,,,
17,,,Veracruz,38,,,,,
18,,,Chiapas FC,39,,,,,
19,,,Gallos Blancos,44,,,,,
