,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Chivas,34,,,,,
1,,,Pumas,35,,,,,
2,,,Necaxa,40,,,,,
3,,,Puebla,42,,,,,
4,,,Cruz Azul,45,,,,,
5,,,América,46,,,,,
6,,,Estudiantes,46,,,,,
7,,,Tigres,50,,,,,
8,,,Veracruz,51,,,,,
9,,,Atlas,51,,,,,
10,,,Monterrey,52,,,,,
11,,,León,55,,,,,
12,,,Toluca,57,,,,,
13,,,Toros Neza,62,,,,,
14,,,Santos,62,,,,,
15,,,Correcaminos,63,,,,,
16,,,Atlante,69,,,,,
17,,,Tampico Madero,73,,,,,
18,,,Morelia,74,,,,,
