,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Atlas,29,,,,,
1,,,Toluca,32,,,,,
2,,,Pumas,36,,,,,
3,,,Correcaminos,36,,,,,
4,,,Necaxa,37,,,,,
5,,,Puebla,42,,,,,
6,,,Morelia,42,,,,,
7,,,Irapuato,42,,,,,
8,,,Chivas,42,,,,,
9,,,Leones Negros,44,,,,,
10,,,América,45,,,,,
11,,,Tampico Madero,48,,,,,
12,,,Cobras,48,,,,,
13,,,Santos,49,,,,,
14,,,Atlante,50,,,,,
15,,,Monterrey,51,,,,,
16,,,Estudiantes,53,,,,,
17,,,Veracruz,59,,,,,
18,,,Cruz Azul,61,,,,,
19,,,Tigres,64,,,,,
