,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Chivas,17,,,,,
1,,,Cruz Azul,18,,,,,
2,,,Atlante,18,,,,,
3,,,Necaxa,18,,,,,
4,,,Estudiantes,21,,,,,
5,,,Tigres,22,,,,,
6,,,Santos,22,,,,,
7,,,América,22,,,,,
8,,,Atlas,23,,,,,
9,,,Celaya,23,,,,,
10,,,Toros Neza,24,,,,,
11,,,Monterrey,25,,,,,
12,,,Toluca,25,,,,,
13,,,Pumas,28,,,,,
14,,,Veracruz,29,,,,,
15,,,Morelia,30,,,,,
16,,,Puebla,30,,,,,
17,,,León,32,,,,,
