,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Pumas,30,,,,,
1,,,Puebla,30,,,,,
2,,,América,38,,,,,
3,,,Necaxa,38,,,,,
4,,,Atlante,41,,,,,
5,,,Chivas,44,,,,,
6,,,Leones Negros,51,,,,,
7,,,Estudiantes,52,,,,,
8,,,Morelia,52,,,,,
9,,,Cobras,55,,,,,
10,,,Tampico Madero,56,,,,,
11,,,Santos,56,,,,,
12,,,Irapuato,57,,,,,
13,,,Correcaminos,58,,,,,
14,,,Cruz Azul,59,,,,,
15,,,Tigres,60,,,,,
16,,,Potosino,63,,,,,
17,,,Toluca,65,,,,,
18,,,Monterrey,66,,,,,
19,,,Atlas,70,,,,,
