,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Pumas,14,,,,,
1,,,Toluca,15,,,,,
2,,,Tigres,16,,,,,
3,,,Atlante,16,,,,,
4,,,Morelia,19,,,,,
5,,,Santos,20,,,,,
6,,,Chiapas FC,20,,,,,
7,,,Puebla,21,,,,,
8,,,América,22,,,,,
9,,,Cruz Azul,23,,,,,
10,,,Necaxa,23,,,,,
11,,,Chivas,23,,,,,
12,,,Monterrey,26,,,,,
13,,,Pachuca,26,,,,,
14,,,Atlas,27,,,,,
15,,,Estudiantes,28,,,,,
16,,,Indios,28,,,,,
17,,,Club Querétaro,34,,,,,
