,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Cruz Azul,32,,,,,
1,,,Toluca,43,,,,,
2,,,Monterrey,43,,,,,
3,,,Estudiantes,44,,,,,
4,,,Zacatepec,45,,,,,
5,,,Tigres,46,,,,,
6,,,Puebla,48,,,,,
7,,,América,49,,,,,
8,,,Toros Neza,53,,,,,
9,,,Potosino,55,,,,,
10,,,Chivas,56,,,,,
11,,,Atlante,56,,,,,
12,,,Leones Negros,57,,,,,
13,,,Pumas,57,,,,,
14,,,Curtidores,57,,,,,
15,,,Atlético Español,61,,,,,
16,,,Tampico Madero,65,,,,,
17,,,Jalisco,67,,,,,
18,,,León,67,,,,,
19,,,Veracruz,82,,,,,
