,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Cruz Azul,13,,,,,
1,,,Club Querétaro,14,,,,,
2,,,Chivas,15,,,,,
3,,,Morelia,16,,,,,
4,,,Tigres,16,,,,,
5,,,América,16,,,,,
6,,,Santos,19,,,,,
7,,,Chiapas FC,19,,,,,
8,,,Toluca,20,,,,,
9,,,Monterrey,20,,,,,
10,,,Necaxa,21,,,,,
11,,,Pumas,24,,,,,
12,,,Puebla,26,,,,,
13,,,Atlante,27,,,,,
14,,,Atlas,27,,,,,
15,,,Pachuca,28,,,,,
16,,,Gallos Blancos,28,,,,,
17,,,Estudiantes,36,,,,,
