,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Toluca,14,,,,,
1,,,Cruz Azul,14,,,,,
2,,,Pumas,20,,,,,
3,,,Necaxa,22,,,,,
4,,,Estudiantes,23,,,,,
5,,,Chivas,25,,,,,
6,,,Tigres,28,,,,,
7,,,Atlas,28,,,,,
8,,,Morelia,28,,,,,
9,,,Celaya,29,,,,,
10,,,Monterrey,30,,,,,
11,,,Atlante,30,,,,,
12,,,América,31,,,,,
13,,,Santos,33,,,,,
14,,,León,34,,,,,
15,,,Toros Neza,36,,,,,
16,,,Pachuca,40,,,,,
17,,,Puebla,41,,,,,
