,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Pumas,19,,,,,
1,,,Club Querétaro,20,,,,,
2,,,Chivas,23,,,,,
3,,,Atlas,25,,,,,
4,,,Toluca,25,,,,,
5,,,Necaxa,26,,,,,
6,,,Atlante,26,,,,,
7,,,Gallos Blancos,27,,,,,
8,,,América,27,,,,,
9,,,Puebla,29,,,,,
10,,,Irapuato,30,,,,,
11,,,Santos,30,,,,,
12,,,Monterrey,30,,,,,
13,,,Pachuca,33,,,,,
14,,,Cruz Azul,34,,,,,
15,,,Chiapas FC,35,,,,,
16,,,Morelia,35,,,,,
17,,,Tigres,39,,,,,
18,,,Estudiantes,40,,,,,
19,,,Veracruz,41,,,,,
