,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Toluca,14,,,,,
1,,,América,17,,,,,
2,,,Tigres,17,,,,,
3,,,León,17,,,,,
4,,,Chivas,18,,,,,
5,,,Atlas,18,,,,,
6,,,Puebla,19,,,,,
7,,,Cruz Azul,19,,,,,
8,,,Morelia,20,,,,,
9,,,Pumas,20,,,,,
10,,,Monterrey,20,,,,,
11,,,Pachuca,21,,,,,
12,,,Club Querétaro,22,,,,,
13,,,Club Tijuana,23,,,,,
14,,,Chiapas FC,23,,,,,
15,,,Veracruz,25,,,,,
16,,,Santos,29,,,,,
17,,,Atlante,34,,,,,
