,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Tigres,13,,,,,
1,,,Cruz Azul,14,,,,,
2,,,Chivas,18,,,,,
3,,,Chiapas FC,20,,,,,
4,,,Gallos Blancos,21,,,,,
5,,,Morelia,22,,,,,
6,,,Club Tijuana,23,,,,,
7,,,Club Querétaro,23,,,,,
8,,,Pachuca,25,,,,,
9,,,Santos,25,,,,,
10,,,Pumas,25,,,,,
11,,,Monterrey,26,,,,,
12,,,Toluca,27,,,,,
13,,,Atlante,28,,,,,
14,,,Puebla,29,,,,,
15,,,Atlas,30,,,,,
16,,,Estudiantes,30,,,,,
17,,,América,31,,,,,
