,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Tigres,12,,,,,
1,,,Necaxa,20,,,,,
2,,,Chivas,20,,,,,
3,,,América,21,,,,,
4,,,Puebla,22,,,,,
5,,,Pumas,22,,,,,
6,,,Atlante,22,,,,,
7,,,Toluca,22,,,,,
8,,,Estudiantes,23,,,,,
9,,,Pachuca,24,,,,,
10,,,Cruz Azul,24,,,,,
11,,,Irapuato,26,,,,,
12,,,Atlas,29,,,,,
13,,,Morelia,30,,,,,
14,,,Monterrey,31,,,,,
15,,,León,31,,,,,
16,,,Celaya,33,,,,,
17,,,Santos,34,,,,,
18,,,La Piedad,40,,,,,
