,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Leones Negros,36,,,,,
1,,,Monterrey,37,,,,,
2,,,León,38,,,,,
3,,,Cruz Azul,38,,,,,
4,,,Pumas,39,,,,,
5,,,América,40,,,,,
6,,,Toluca,41,,,,,
7,,,Curtidores,47,,,,,
8,,,Laguna,47,,,,,
9,,,Atlético Español,48,,,,,
10,,,Estudiantes,50,,,,,
11,,,Chivas,51,,,,,
12,,,Atlante,53,,,,,
13,,,Tigres,54,,,,,
14,,,Zacatepec,57,,,,,
15,,,Atlas,57,,,,,
16,,,Puebla,60,,,,,
17,,,Jalisco,62,,,,,
18,,,Veracruz,64,,,,,
19,,,Potosino,68,,,,,
