,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Atlas,13,,,,,
1,,,Santos,13,,,,,
2,,,Pumas,14,,,,,
3,,,Tigres,14,,,,,
4,,,América,15,,,,,
5,,,León,18,,,,,
6,,,Morelia,18,,,,,
7,,,Cruz Azul,20,,,,,
8,,,Gallos Blancos,20,,,,,
9,,,Toluca,21,,,,,
10,,,Club Tijuana,21,,,,,
11,,,Monterrey,22,,,,,
12,,,Chivas,24,,,,,
13,,,Chiapas FC,25,,,,,
14,,,Pachuca,25,,,,,
15,,,Puebla,27,,,,,
16,,,Club Querétaro,32,,,,,
17,,,Atlante,33,,,,,
