,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Chivas,35,,,,,
1,,,América,39,,,,,
2,,,Estudiantes,41,,,,,
3,,,Morelia,43,,,,,
4,,,Leones Negros,48,,,,,
5,,,Toluca,50,,,,,
6,,,Puebla,51,,,,,
7,,,Potosino,55,,,,,
8,,,Pumas,55,,,,,
9,,,Cruz Azul,56,,,,,
10,,,Toros Neza,60,,,,,
11,,,Tampico Madero,62,,,,,
12,,,Atlante,62,,,,,
13,,,Correcaminos,62,,,,,
14,,,Necaxa,64,,,,,
15,,,Tigres,65,,,,,
16,,,Monterrey,65,,,,,
17,,,Irapuato,67,,,,,
18,,,Atlas,73,,,,,
19,,,Ángeles,79,,,,,
