,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Cruz Azul,34,,,,,
1,,,América,37,,,,,
2,,,Toros Neza,38,,,,,
3,,,Atlante,40,,,,,
4,,,Chivas,41,,,,,
5,,,Toluca,45,,,,,
6,,,Monterrey,50,,,,,
7,,,Potosino,52,,,,,
8,,,Zacatepec,52,,,,,
9,,,Curtidores,53,,,,,
10,,,Tampico Madero,54,,,,,
11,,,Pumas,55,,,,,
12,,,Atlético Español,56,,,,,
13,,,Leones Negros,56,,,,,
14,,,León,60,,,,,
15,,,Estudiantes,61,,,,,
16,,,Puebla,62,,,,,
17,,,Tigres,64,,,,,
18,,,Jalisco,65,,,,,
19,,,Atlas,70,,,,,
