,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,América,14,,,,,
1,,,Monterrey,20,,,,,
2,,,Morelia,23,,,,,
3,,,Toluca,25,,,,,
4,,,Cruz Azul,26,,,,,
5,,,Chiapas FC,28,,,,,
6,,,Santos,28,,,,,
7,,,Chivas,29,,,,,
8,,,Puebla,29,,,,,
9,,,Estudiantes,29,,,,,
10,,,Atlas,31,,,,,
11,,,Celaya,32,,,,,
12,,,Necaxa,32,,,,,
13,,,Tigres,33,,,,,
14,,,Atlante,33,,,,,
15,,,Club Querétaro,34,,,,,
16,,,Gallos Blancos,34,,,,,
17,,,Pumas,35,,,,,
18,,,Pachuca,35,,,,,
19,,,Veracruz,40,,,,,
