,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Cruz Azul,36,,,,,
1,,,Toros Neza,39,,,,,
2,,,Toluca,40,,,,,
3,,,Chivas,41,,,,,
4,,,Atlético Español,43,,,,,
5,,,Curtidores,45,,,,,
6,,,Campesinos,46,,,,,
7,,,Atlante,47,,,,,
8,,,Estudiantes,49,,,,,
9,,,América,49,,,,,
10,,,Atlas,51,,,,,
11,,,Tigres,52,,,,,
12,,,Pumas,53,,,,,
13,,,Zacatepec,54,,,,,
14,,,Leones Negros,55,,,,,
15,,,Potosino,55,,,,,
16,,,Monterrey,55,,,,,
17,,,Puebla,59,,,,,
18,,,Tampico Madero,60,,,,,
19,,,León,65,,,,,
