,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Atlético Español,33,,,,,
1,,,América,38,,,,,
2,,,Cruz Azul,38,,,,,
3,,,Chivas,38,,,,,
4,,,Leones Negros,38,,,,,
5,,,Potosino,42,,,,,
6,,,Pumas,43,,,,,
7,,,Toluca,44,,,,,
8,,,Chiapas FC,45,,,,,
9,,,Estudiantes,45,,,,,
10,,,Puebla,49,,,,,
11,,,León,49,,,,,
12,,,Zacatepec,53,,,,,
13,,,Tigres,55,,,,,
14,,,Curtidores,57,,,,,
15,,,Veracruz,58,,,,,
16,,,Monterrey,58,,,,,
17,,,Jalisco,61,,,,,
18,,,Atlas,62,,,,,
19,,,Santos,65,,,,,
