,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,América,12,,,,,
1,,,León,14,,,,,
2,,,Toluca,17,,,,,
3,,,Cruz Azul,17,,,,,
4,,,Pachuca,18,,,,,
5,,,Club Querétaro,19,,,,,
6,,,Tigres,20,,,,,
7,,,Santos,20,,,,,
8,,,Pumas,21,,,,,
9,,,Puebla,21,,,,,
10,,,Club Tijuana,23,,,,,
11,,,Morelia,23,,,,,
12,,,Monterrey,23,,,,,
13,,,Veracruz,24,,,,,
14,,,Chiapas FC,25,,,,,
15,,,Atlas,29,,,,,
16,,,Chivas,30,,,,,
17,,,Atlante,35,,,,,
