,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Pumas,30,,,,,
1,,,Atlas,32,,,,,
2,,,Chivas,36,,,,,
3,,,Cruz Azul,38,,,,,
4,,,Leones Negros,40,,,,,
5,,,León,42,,,,,
6,,,Monterrey,42,,,,,
7,,,Puebla,43,,,,,
8,,,Correcaminos,46,,,,,
9,,,Tigres,50,,,,,
10,,,Toluca,50,,,,,
11,,,Cobras,50,,,,,
12,,,Morelia,51,,,,,
13,,,América,51,,,,,
14,,,Estudiantes,51,,,,,
15,,,Santos,53,,,,,
16,,,Veracruz,55,,,,,
17,,,Gallos Blancos,57,,,,,
18,,,Necaxa,71,,,,,
19,,,Irapuato,72,,,,,
