,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Pachuca,12,,,,,
1,,,Chivas,14,,,,,
2,,,América,15,,,,,
3,,,Cruz Azul,17,,,,,
4,,,Atlas,17,,,,,
5,,,Toluca,18,,,,,
6,,,Pumas,18,,,,,
7,,,Gallos Blancos,19,,,,,
8,,,Santos,20,,,,,
9,,,Tigres,20,,,,,
10,,,Monterrey,22,,,,,
11,,,Chiapas FC,23,,,,,
12,,,Estudiantes,23,,,,,
13,,,Necaxa,26,,,,,
14,,,Morelia,26,,,,,
15,,,Club Querétaro,26,,,,,
16,,,Atlante,27,,,,,
17,,,Veracruz,33,,,,,
