,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Toros Neza,0,,,,,
1,,,Cruz Azul,18,,,,,
2,,,Morelia,19,,,,,
3,,,Atlante,19,,,,,
4,,,América,20,,,,,
5,,,Toluca,21,,,,,
6,,,León,23,,,,,
7,,,Monterrey,23,,,,,
8,,,Veracruz,25,,,,,
9,,,Chivas,26,,,,,
10,,,Celaya,27,,,,,
11,,,Tigres,28,,,,,
12,,,Estudiantes,29,,,,,
13,,,Atlas,29,,,,,
14,,,Puebla,30,,,,,
15,,,Pumas,33,,,,,
16,,,Necaxa,33,,,,,
17,,,Santos,35,,,,,
