,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,América,26,,,,,
1,,,Chivas,36,,,,,
2,,,Zacatepec,39,,,,,
3,,,Puebla,39,,,,,
4,,,Cruz Azul,39,,,,,
5,,,Pumas,42,,,,,
6,,,Toluca,43,,,,,
7,,,Monterrey,46,,,,,
8,,,Atlante,46,,,,,
9,,,Leones Negros,47,,,,,
10,,,Toros Neza,47,,,,,
11,,,Tigres,50,,,,,
12,,,Estudiantes,50,,,,,
13,,,Morelia,52,,,,,
14,,,Atlas,57,,,,,
15,,,Potosino,59,,,,,
16,,,Necaxa,59,,,,,
17,,,Tampico Madero,59,,,,,
18,,,Oaxtepec,63,,,,,
19,,,León,64,,,,,
