,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Pumas,11,,,,,
1,,,Chiapas FC,12,,,,,
2,,,América,15,,,,,
3,,,Club Querétaro,16,,,,,
4,,,Toluca,16,,,,,
5,,,Chivas,18,,,,,
6,,,Atlas,19,,,,,
7,,,Atlante,20,,,,,
8,,,Cruz Azul,20,,,,,
9,,,Monterrey,21,,,,,
10,,,Pachuca,22,,,,,
11,,,Gallos Blancos,25,,,,,
12,,,Morelia,26,,,,,
13,,,Necaxa,26,,,,,
14,,,Veracruz,31,,,,,
15,,,Santos,31,,,,,
16,,,Estudiantes,35,,,,,
17,,,Tigres,37,,,,,
