,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Morelia,15,,,,,
1,,,América,16,,,,,
2,,,Monterrey,16,,,,,
3,,,Tigres,18,,,,,
4,,,Cruz Azul,19,,,,,
5,,,Toluca,19,,,,,
6,,,Puebla,19,,,,,
7,,,Club Querétaro,22,,,,,
8,,,Atlante,23,,,,,
9,,,Pumas,23,,,,,
10,,,Chiapas FC,24,,,,,
11,,,Santos,24,,,,,
12,,,Atlas,25,,,,,
13,,,Indios,26,,,,,
14,,,Pachuca,29,,,,,
15,,,Chivas,29,,,,,
16,,,Estudiantes,29,,,,,
17,,,Gallos Blancos,29,,,,,
