,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,América,12,,,,,
1,,,Chivas,16,,,,,
2,,,León,18,,,,,
3,,,Puebla,18,,,,,
4,,,Atlante,19,,,,,
5,,,Necaxa,20,,,,,
6,,,Toluca,21,,,,,
7,,,Morelia,23,,,,,
8,,,Estudiantes,24,,,,,
9,,,Cruz Azul,24,,,,,
10,,,Pumas,26,,,,,
11,,,Santos,28,,,,,
12,,,Celaya,28,,,,,
13,,,Veracruz,31,,,,,
14,,,Pachuca,32,,,,,
15,,,Toros Neza,32,,,,,
16,,,Atlas,36,,,,,
17,,,Monterrey,38,,,,,
