,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Tigres,15,,,,,
1,,,Atlante,15,,,,,
2,,,Pumas,16,,,,,
3,,,Club Querétaro,18,,,,,
4,,,Chiapas FC,19,,,,,
5,,,Pachuca,19,,,,,
6,,,Veracruz,19,,,,,
7,,,Toluca,19,,,,,
8,,,Cruz Azul,20,,,,,
9,,,Morelia,20,,,,,
10,,,Monterrey,21,,,,,
11,,,América,23,,,,,
12,,,Atlas,23,,,,,
13,,,Dorados,24,,,,,
14,,,Santos,25,,,,,
15,,,Chivas,26,,,,,
16,,,Necaxa,28,,,,,
17,,,Estudiantes,29,,,,,
