,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Morelia,16,,,,,
1,,,Tigres,19,,,,,
2,,,Dorados,19,,,,,
3,,,Cruz Azul,19,,,,,
4,,,Necaxa,20,,,,,
5,,,Estudiantes,21,,,,,
6,,,Atlante,21,,,,,
7,,,Toluca,22,,,,,
8,,,Club Querétaro,23,,,,,
9,,,Monterrey,25,,,,,
10,,,Pachuca,27,,,,,
11,,,América,27,,,,,
12,,,Pumas,28,,,,,
13,,,Puebla,29,,,,,
14,,,Santos,31,,,,,
15,,,Chivas,31,,,,,
16,,,Veracruz,33,,,,,
17,,,Atlas,35,,,,,
