,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,América,30,,,,,
1,,,Cruz Azul,37,,,,,
2,,,Pumas,40,,,,,
3,,,Chivas,40,,,,,
4,,,Atlante,43,,,,,
5,,,Estudiantes,45,,,,,
6,,,Monterrey,48,,,,,
7,,,Toros Neza,53,,,,,
8,,,Morelia,54,,,,,
9,,,Potosino,55,,,,,
10,,,Toluca,56,,,,,
11,,,Leones Negros,57,,,,,
12,,,Puebla,57,,,,,
13,,,Tigres,58,,,,,
14,,,León,58,,,,,
15,,,Tampico Madero,61,,,,,
16,,,Oaxtepec,62,,,,,
17,,,Curtidores,65,,,,,
18,,,Necaxa,72,,,,,
19,,,Atlas,72,,,,,
