,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Toluca,16,,,,,
1,,,Chivas,16,,,,,
2,,,Atlante,19,,,,,
3,,,Pumas,19,,,,,
4,,,Cruz Azul,21,,,,,
5,,,Tigres,22,,,,,
6,,,Pachuca,23,,,,,
7,,,América,23,,,,,
8,,,Santos,24,,,,,
9,,,Puebla,24,,,,,
10,,,Monterrey,25,,,,,
11,,,Morelia,25,,,,,
12,,,Club Querétaro,27,,,,,
13,,,Chiapas FC,30,,,,,
14,,,Necaxa,31,,,,,
15,,,Atlas,33,,,,,
16,,,Veracruz,35,,,,,
17,,,Estudiantes,38,,,,,
