,BLQ,CBLQ,Equipo,GC,INT,PBLQ,TBLQ,TGP,TTP
0,,,Pachuca,18,,,,,
1,,,Cruz Azul,20,,,,,
2,,,Monterrey,20,,,,,
3,,,Toluca,21,,,,,
4,,,Chivas,22,,,,,
5,,,América,22,,,,,
6,,,Atlas,24,,,,,
7,,,Tigres,25,,,,,
8,,,Chiapas FC,25,,,,,
9,,,Club Querétaro,27,,,,,
10,,,Estudiantes,28,,,,,
11,,,Morelia,29,,,,,
12,,,Necaxa,31,,,,,
13,,,Santos,31,,,,,
14,,,Dorados,31,,,,,
15,,,Pumas,34,,,,,
16,,,Veracruz,34,,,,,
17,,,Atlante,37,,,,,
