,away_team,date,home_team,result,round,season,season_round,time,venue,match_datetime,home_score,away_score
19456,Toluca,"dom 19 de octubre, 1986",Estudiantes,0 - 0,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-10-19,0.0,0.0
19457,Tampico Madero,"dom 19 de octubre, 1986",Cobras,0 - 0,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-10-19,0.0,0.0
19458,Chivas,"dom 19 de octubre, 1986",Pumas,0 - 0,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-10-19,0.0,0.0
19459,León,"dom 19 de octubre, 1986",Morelia,2 - 1,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-10-19,2.0,1.0
19460,Necaxa,"dom 19 de octubre, 1986",Ángeles,2 - 2,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-10-19,2.0,2.0
19461,Estudiantes,"vie 10 de octubre, 1986",León,0 - 0,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-10-10,0.0,0.0
19462,Atlante,"vie 10 de octubre, 1986",Toluca,0 - 0,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-10-10,0.0,0.0
19463,Morelia,"vie 24 de octubre, 1986",América,4 - 0,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-10-24,4.0,0.0
19464,Pumas,"sáb 25 de octubre, 1986",Toros Neza,0 - 2,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-10-25,0.0,2.0
19465,Monterrey,"sáb 25 de octubre, 1986",Tigres,0 - 0,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-10-25,0.0,0.0
19466,Ángeles,"sáb 25 de octubre, 1986",Atlas,0 - 0,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-10-25,0.0,0.0
19467,Leones Negros,"dom 26 de octubre, 1986",Irapuato,2 - 0,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-10-26,2.0,0.0
19468,Potosino,"dom 26 de octubre, 1986",Necaxa,1 - 2,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-10-26,1.0,2.0
19469,Cobras,"dom 26 de octubre, 1986",Chivas,2 - 0,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-10-26,2.0,0.0
19470,Cruz Azul,"dom 26 de octubre, 1986",Tampico Madero,2 - 2,jornada-13,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-10-26,2.0,2.0
19471,Atlas,"vie 31 de octubre, 1986",Potosino,0 - 0,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-10-31,0.0,0.0
19472,Necaxa,"vie 31 de octubre, 1986",Pumas,0 - 1,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-10-31,0.0,1.0
19473,América,"sáb 1 de noviembre, 1986",Estudiantes,0 - 0,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-11-01,0.0,0.0
19474,Chivas,"sáb 1 de noviembre, 1986",Cruz Azul,1 - 5,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-11-01,1.0,5.0
19475,Tampico Madero,"sáb 1 de noviembre, 1986",Monterrey,0 - 0,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-11-01,0.0,0.0
19476,Irapuato,"dom 2 de noviembre, 1986",Puebla,0 - 1,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-11-02,0.0,1.0
19477,Toros Neza,"dom 2 de noviembre, 1986",Cobras,0 - 0,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-11-02,0.0,0.0
19478,Tigres,"dom 2 de noviembre, 1986",Morelia,4 - 2,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-11-02,4.0,2.0
19479,Toluca,"dom 2 de noviembre, 1986",Leones Negros,1 - 1,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-11-02,1.0,1.0
19480,León,"dom 2 de noviembre, 1986",Atlante,2 - 0,jornada-14,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-11-02,2.0,0.0
19481,Cobras,"vie 7 de noviembre, 1986",Necaxa,0 - 0,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-11-07,0.0,0.0
19482,Estudiantes,"sáb 8 de noviembre, 1986",Tigres,0 - 0,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-11-08,0.0,0.0
19483,Leones Negros,"sáb 8 de noviembre, 1986",León,1 - 2,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-11-08,1.0,2.0
19484,Pumas,"sáb 8 de noviembre, 1986",Atlas,0 - 0,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-11-08,0.0,0.0
19485,Cruz Azul,"sáb 8 de noviembre, 1986",Toros Neza,1 - 1,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-11-08,1.0,1.0
19486,Monterrey,"dom 9 de noviembre, 1986",Chivas,4 - 1,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-11-09,4.0,1.0
19487,Morelia,"dom 9 de noviembre, 1986",Tampico Madero,2 - 1,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-11-09,2.0,1.0
19488,Potosino,"dom 9 de noviembre, 1986",Ángeles,0 - 0,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-11-09,0.0,0.0
19489,Puebla,"dom 9 de noviembre, 1986",Toluca,0 - 0,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-11-09,0.0,0.0
19490,Atlante,"dom 9 de noviembre, 1986",América,2 - 0,jornada-15,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-11-09,2.0,0.0
19491,Ángeles,"vie 14 de noviembre, 1986",Pumas,1 - 0,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-11-14,1.0,0.0
19492,América,"sáb 15 de noviembre, 1986",Leones Negros,0 - 0,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-11-15,0.0,0.0
19493,Necaxa,"sáb 15 de noviembre, 1986",Cruz Azul,0 - 0,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-11-15,0.0,0.0
19494,Toros Neza,"sáb 15 de noviembre, 1986",Monterrey,1 - 0,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-11-15,1.0,0.0
19495,Chivas,"dom 16 de noviembre, 1986",Morelia,1 - 3,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-11-16,1.0,3.0
19496,León,"dom 16 de noviembre, 1986",Puebla,3 - 1,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-11-16,3.0,1.0
19497,Toluca,"dom 16 de noviembre, 1986",Irapuato,0 - 0,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-11-16,0.0,0.0
19498,Tampico Madero,"dom 16 de noviembre, 1986",Estudiantes,2 - 3,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-11-16,2.0,3.0
19499,Tigres,"dom 16 de noviembre, 1986",Atlante,0 - 0,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-11-16,0.0,0.0
19500,Atlas,"dom 16 de noviembre, 1986",Cobras,0 - 0,jornada-16,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-11-16,0.0,0.0
19501,Puebla,"vie 21 de noviembre, 1986",América,3 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-11-21,3.0,0.0
19502,Pumas,"vie 21 de noviembre, 1986",Potosino,1 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-11-21,1.0,0.0
19503,Irapuato,"sáb 22 de noviembre, 1986",León,2 - 1,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-11-22,2.0,1.0
19504,Cruz Azul,"sáb 22 de noviembre, 1986",Atlas,0 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-11-22,0.0,0.0
19505,Leones Negros,"sáb 22 de noviembre, 1986",Tigres,0 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-11-22,0.0,0.0
19506,Morelia,"sáb 22 de noviembre, 1986",Toros Neza,1 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-11-22,1.0,0.0
19507,Cobras,"dom 23 de noviembre, 1986",Ángeles,1 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-11-23,1.0,0.0
19508,Monterrey,"dom 23 de noviembre, 1986",Necaxa,0 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-11-23,0.0,0.0
19509,Estudiantes,"dom 23 de noviembre, 1986",Chivas,0 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-11-23,0.0,0.0
19510,Atlante,"dom 23 de noviembre, 1986",Tampico Madero,1 - 0,jornada-17,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-11-23,1.0,0.0
19511,Ángeles,"sáb 29 de noviembre, 1986",Cruz Azul,0 - 2,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-11-29,0.0,2.0
19512,Atlas,"sáb 29 de noviembre, 1986",Monterrey,0 - 0,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-11-29,0.0,0.0
19513,Tigres,"sáb 29 de noviembre, 1986",Puebla,3 - 0,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-11-29,3.0,0.0
19514,Toros Neza,"sáb 29 de noviembre, 1986",Estudiantes,0 - 0,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-11-29,0.0,0.0
19515,Potosino,"dom 30 de noviembre, 1986",Cobras,1 - 1,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-11-30,1.0,1.0
19516,Tampico Madero,"dom 30 de noviembre, 1986",Leones Negros,1 - 1,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-11-30,1.0,1.0
19517,Necaxa,"dom 30 de noviembre, 1986",Morelia,0 - 0,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-11-30,0.0,0.0
19518,Chivas,"dom 30 de noviembre, 1986",Atlante,0 - 2,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-11-30,0.0,2.0
19519,León,"dom 30 de noviembre, 1986",Toluca,2 - 0,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-11-30,2.0,0.0
19520,América,"dom 30 de noviembre, 1986",Irapuato,0 - 0,jornada-18,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-11-30,0.0,0.0
19521,Estudiantes,"vie 5 de diciembre, 1986",Necaxa,0 - 0,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-12-05,0.0,0.0
19522,Cruz Azul,"vie 5 de diciembre, 1986",Potosino,1 - 0,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-12-05,1.0,0.0
19523,Cobras,"sáb 6 de diciembre, 1986",Pumas,0 - 0,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-12-06,0.0,0.0
19524,Irapuato,"sáb 6 de diciembre, 1986",Tigres,0 - 0,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-12-06,0.0,0.0
19525,Atlante,"sáb 6 de diciembre, 1986",Toros Neza,1 - 2,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-12-06,1.0,2.0
19526,Morelia,"sáb 6 de diciembre, 1986",Atlas,0 - 0,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-12-06,0.0,0.0
19527,Puebla,"sáb 6 de diciembre, 1986",Tampico Madero,1 - 2,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-12-06,1.0,2.0
19528,Toluca,"dom 7 de diciembre, 1986",América,0 - 0,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-12-07,0.0,0.0
19529,Leones Negros,"dom 7 de diciembre, 1986",Chivas,1 - 1,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-12-07,1.0,1.0
19530,Monterrey,"dom 7 de diciembre, 1986",Ángeles,1 - 0,jornada-19,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-12-07,1.0,0.0
19531,Toros Neza,"sáb 13 de diciembre, 1986",Leones Negros,0 - 0,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-12-13,0.0,0.0
19532,Potosino,"sáb 13 de diciembre, 1986",Monterrey,4 - 0,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-12-13,4.0,0.0
19533,Pumas,"sáb 13 de diciembre, 1986",Cruz Azul,1 - 0,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-12-13,1.0,0.0
19534,América,"sáb 13 de diciembre, 1986",León,1 - 4,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-12-13,1.0,4.0
19535,Necaxa,"dom 14 de diciembre, 1986",Atlante,0 - 0,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-12-14,0.0,0.0
19536,Tampico Madero,"dom 14 de diciembre, 1986",Irapuato,1 - 0,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-12-14,1.0,0.0
19537,Tigres,"dom 14 de diciembre, 1986",Toluca,0 - 0,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-12-14,0.0,0.0
19538,Ángeles,"dom 14 de diciembre, 1986",Morelia,1 - 0,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-12-14,1.0,0.0
19539,Atlas,"dom 14 de diciembre, 1986",Estudiantes,0 - 1,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-12-14,0.0,1.0
19540,Chivas,"dom 14 de diciembre, 1986",Puebla,0 - 3,jornada-20,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-12-14,0.0,3.0
19541,Leones Negros,"vie 19 de diciembre, 1986",Necaxa,0 - 0,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-12-19,0.0,0.0
19542,Morelia,"vie 19 de diciembre, 1986",Potosino,1 - 0,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-12-19,1.0,0.0
19543,Atlante,"sáb 20 de diciembre, 1986",Atlas,0 - 0,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-12-20,0.0,0.0
19544,León,"sáb 20 de diciembre, 1986",Tigres,2 - 0,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-12-20,2.0,0.0
19545,Puebla,"sáb 20 de diciembre, 1986",Toros Neza,1 - 0,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-12-20,1.0,0.0
19546,Toluca,"dom 21 de diciembre, 1986",Tampico Madero,2 - 2,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-12-21,2.0,2.0
19547,Cruz Azul,"dom 21 de diciembre, 1986",Cobras,0 - 0,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-12-21,0.0,0.0
19548,Monterrey,"dom 21 de diciembre, 1986",Pumas,0 - 1,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-12-21,0.0,1.0
19549,Estudiantes,"dom 21 de diciembre, 1986",Ángeles,2 - 0,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-12-21,2.0,0.0
19550,Irapuato,"dom 21 de diciembre, 1986",Chivas,1 - 0,jornada-21,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-12-21,1.0,0.0
19551,Estudiantes,"vie 26 de diciembre, 1986",Potosino,0 - 0,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-12-26,0.0,0.0
19552,Morelia,"vie 26 de diciembre, 1986",Pumas,0 - 0,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Olímpico de CU,1986-12-26,0.0,0.0
19553,América,"sáb 27 de diciembre, 1986",Tigres,0 - 0,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-12-27,0.0,0.0
19554,Irapuato,"sáb 27 de diciembre, 1986",Toros Neza,3 - 1,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-12-27,3.0,1.0
19555,Leones Negros,"sáb 27 de diciembre, 1986",Atlas,2 - 1,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-12-27,2.0,1.0
19556,Toluca,"dom 28 de diciembre, 1986",Chivas,1 - 2,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-12-28,1.0,2.0
19557,Monterrey,"dom 28 de diciembre, 1986",Cobras,0 - 0,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-12-28,0.0,0.0
19558,Atlante,"dom 28 de diciembre, 1986",Ángeles,1 - 0,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-12-28,1.0,0.0
19559,Puebla,"dom 28 de diciembre, 1986",Necaxa,0 - 1,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-12-28,0.0,1.0
19560,León,"dom 28 de diciembre, 1986",Tampico Madero,0 - 0,jornada-22,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-12-28,0.0,0.0
19561,Ángeles,"sáb 3 de enero, 1987",Leones Negros,1 - 0,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-01-03,1.0,0.0
19562,Atlas,"sáb 3 de enero, 1987",Puebla,3 - 2,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1987-01-03,3.0,2.0
19563,Chivas,"sáb 3 de enero, 1987",León,1 - 1,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1987-01-03,1.0,1.0
19564,Cruz Azul,"sáb 3 de enero, 1987",Monterrey,2 - 1,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1987-01-03,2.0,1.0
19565,Potosino,"sáb 3 de enero, 1987",Atlante,2 - 0,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1987-01-03,2.0,0.0
19566,Tampico Madero,"dom 4 de enero, 1987",América,2 - 0,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-01-04,2.0,0.0
19567,Necaxa,"dom 4 de enero, 1987",Irapuato,1 - 2,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1987-01-04,1.0,2.0
19568,Toros Neza,"dom 4 de enero, 1987",Toluca,1 - 0,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1987-01-04,1.0,0.0
19569,Pumas,"dom 4 de enero, 1987",Estudiantes,1 - 1,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1987-01-04,1.0,1.0
19570,Cobras,"dom 4 de enero, 1987",Morelia,0 - 0,jornada-23,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1987-01-04,0.0,0.0
19571,Leones Negros,"vie 9 de enero, 1987",Potosino,4 - 1,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1987-01-09,4.0,1.0
19572,Toluca,"vie 9 de enero, 1987",Necaxa,0 - 0,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-01-09,0.0,0.0
19573,León,"sáb 10 de enero, 1987",Toros Neza,0 - 2,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1987-01-10,0.0,2.0
19574,Irapuato,"sáb 10 de enero, 1987",Atlas,2 - 0,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-01-10,2.0,0.0
19575,Morelia,"sáb 10 de enero, 1987",Cruz Azul,2 - 0,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-01-10,2.0,0.0
19576,América,"dom 11 de enero, 1987",Chivas,2 - 2,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-01-11,2.0,2.0
19577,Estudiantes,"dom 11 de enero, 1987",Cobras,0 - 0,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1987-01-11,0.0,0.0
19578,Atlante,"dom 11 de enero, 1987",Pumas,1 - 0,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1987-01-11,1.0,0.0
19579,Puebla,"dom 11 de enero, 1987",Ángeles,1 - 1,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1987-01-11,1.0,1.0
19580,Tigres,"dom 11 de enero, 1987",Tampico Madero,1 - 2,jornada-24,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1987-01-11,1.0,2.0
19581,Cobras,"vie 16 de enero, 1987",Atlante,2 - 0,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1987-01-16,2.0,0.0
19582,Necaxa,"sáb 17 de enero, 1987",León,0 - 1,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1987-01-17,0.0,1.0
19583,Cruz Azul,"sáb 17 de enero, 1987",Estudiantes,0 - 0,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-01-17,0.0,0.0
19584,Chivas,"sáb 17 de enero, 1987",Tigres,1 - 1,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1987-01-17,1.0,1.0
19585,Pumas,"dom 18 de enero, 1987",Leones Negros,1 - 2,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-01-18,1.0,2.0
19586,Ángeles,"dom 18 de enero, 1987",Irapuato,3 - 1,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1987-01-18,3.0,1.0
19587,Toros Neza,"dom 18 de enero, 1987",América,1 - 1,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-01-18,1.0,1.0
19588,Atlas,"dom 18 de enero, 1987",Toluca,0 - 0,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1987-01-18,0.0,0.0
19589,Monterrey,"dom 18 de enero, 1987",Morelia,1 - 0,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1987-01-18,1.0,0.0
19590,Potosino,"dom 18 de enero, 1987",Puebla,0 - 1,jornada-25,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1987-01-18,0.0,1.0
19591,Puebla,"vie 23 de enero, 1987",Pumas,0 - 0,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1987-01-23,0.0,0.0
19592,Irapuato,"vie 23 de enero, 1987",Potosino,2 - 1,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1987-01-23,2.0,1.0
19593,Estudiantes,"sáb 24 de enero, 1987",Monterrey,1 - 3,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1987-01-24,1.0,3.0
19594,Tigres,"sáb 24 de enero, 1987",Toros Neza,0 - 0,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1987-01-24,0.0,0.0
19595,León,"sáb 24 de enero, 1987",Atlas,2 - 0,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-01-24,2.0,0.0
19596,Atlante,"sáb 24 de enero, 1987",Cruz Azul,1 - 0,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-01-24,1.0,0.0
19597,Toluca,"dom 25 de enero, 1987",Ángeles,3 - 3,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1987-01-25,3.0,3.0
19598,Leones Negros,"dom 25 de enero, 1987",Cobras,0 - 0,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1987-01-25,0.0,0.0
19599,Tampico Madero,"dom 25 de enero, 1987",Chivas,2 - 0,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-01-25,2.0,0.0
19600,América,"dom 25 de enero, 1987",Necaxa,2 - 0,jornada-26,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-01-25,2.0,0.0
19601,Atlas,"vie 30 de enero, 1987",América,1 - 0,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-01-30,1.0,0.0
19602,Cobras,"sáb 31 de enero, 1987",Puebla,3 - 1,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1987-01-31,3.0,1.0
19603,Necaxa,"sáb 31 de enero, 1987",Tigres,1 - 1,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1987-01-31,1.0,1.0
19604,Cruz Azul,"sáb 31 de enero, 1987",Leones Negros,1 - 0,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-01-31,1.0,0.0
19605,Ángeles,"sáb 31 de enero, 1987",León,1 - 0,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1987-01-31,1.0,0.0
19606,Toros Neza,"dom 1 de febrero, 1987",Tampico Madero,0 - 1,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1987-02-01,0.0,1.0
19607,Monterrey,"dom 1 de febrero, 1987",Atlante,2 - 3,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1987-02-01,2.0,3.0
19608,Morelia,"dom 1 de febrero, 1987",Estudiantes,1 - 1,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1987-02-01,1.0,1.0
19609,Potosino,"dom 1 de febrero, 1987",Toluca,0 - 0,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1987-02-01,0.0,0.0
19610,Pumas,"dom 1 de febrero, 1987",Irapuato,1 - 1,jornada-27,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1987-02-01,1.0,1.0
19611,Tampico Madero,"vie 6 de febrero, 1987",Necaxa,0 - 0,jornada-28,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-02-06,0.0,0.0
19612,León,"vie 6 de febrero, 1987",Potosino,0 - 0,jornada-28,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1987-02-06,0.0,0.0
19613,Puebla,"sáb 7 de febrero, 1987",Cruz Azul,1 - 1,jornada-28,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1987-02-07,1.0,1.0
19614,Tigres,"sáb 7 de febrero, 1987",Atlas,1 - 1,jornada-28,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1987-02-07,1.0,1.0
19615,Chivas,"sáb 7 de febrero, 1987",Toros Neza,2 - 1,jornada-28,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1987-02-07,2.0,1.0
