,away_team,date,home_team,result,round,season,season_round,time,venue
1620,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-18,clausura-2016,regular,19:00  Hrs.,
1621,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-18,clausura-2016,regular,20:06  Hrs.,
1622,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-18,clausura-2016,regular,20:30  Hrs.,
1623,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-18,clausura-2016,regular,21:00  Hrs.,
1624,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-18,clausura-2016,regular,12:00  Hrs.,
1625,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-18,clausura-2016,regular,17:00  Hrs.,
1626,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-19,clausura-2016,regular,19:30  Hrs.,
1627,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-19,clausura-2016,regular,21:30  Hrs.,
1628,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-19,clausura-2016,regular,17:00  Hrs.,
1629,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-19,clausura-2016,regular,19:00  Hrs.,
1630,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-19,clausura-2016,regular,20:06  Hrs.,
1631,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-19,clausura-2016,regular,20:30  Hrs.,
1632,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-19,clausura-2016,regular,21:00  Hrs.,
1633,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-19,clausura-2016,regular,12:00  Hrs.,
1634,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-19,clausura-2016,regular,17:00  Hrs.,
1635,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-20,clausura-2016,regular,19:30  Hrs.,
1636,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-20,clausura-2016,regular,21:30  Hrs.,
1637,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-20,clausura-2016,regular,17:00  Hrs.,
1638,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-20,clausura-2016,regular,19:00  Hrs.,
1639,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-20,clausura-2016,regular,20:06  Hrs.,
1640,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-20,clausura-2016,regular,20:30  Hrs.,
1641,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-20,clausura-2016,regular,21:00  Hrs.,
1642,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-20,clausura-2016,regular,12:00  Hrs.,
1643,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-20,clausura-2016,regular,17:00  Hrs.,
1644,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-21,clausura-2016,regular,19:30  Hrs.,
1645,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-21,clausura-2016,regular,21:30  Hrs.,
1646,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-21,clausura-2016,regular,17:00  Hrs.,
1647,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-21,clausura-2016,regular,19:00  Hrs.,
1648,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-21,clausura-2016,regular,20:06  Hrs.,
1649,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-21,clausura-2016,regular,20:30  Hrs.,
1650,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-21,clausura-2016,regular,21:00  Hrs.,
1651,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-21,clausura-2016,regular,12:00  Hrs.,
1652,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-21,clausura-2016,regular,17:00  Hrs.,
1653,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-22,clausura-2016,regular,19:30  Hrs.,
1654,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-22,clausura-2016,regular,21:30  Hrs.,
1655,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-22,clausura-2016,regular,17:00  Hrs.,
1656,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-22,clausura-2016,regular,19:00  Hrs.,
1657,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-22,clausura-2016,regular,20:06  Hrs.,
1658,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-22,clausura-2016,regular,20:30  Hrs.,
1659,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-22,clausura-2016,regular,21:00  Hrs.,
1660,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-22,clausura-2016,regular,12:00  Hrs.,
1661,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-22,clausura-2016,regular,17:00  Hrs.,
1662,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-23,clausura-2016,regular,19:30  Hrs.,
1663,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-23,clausura-2016,regular,21:30  Hrs.,
1664,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-23,clausura-2016,regular,17:00  Hrs.,
1665,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-23,clausura-2016,regular,19:00  Hrs.,
1666,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-23,clausura-2016,regular,20:06  Hrs.,
1667,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-23,clausura-2016,regular,20:30  Hrs.,
1668,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-23,clausura-2016,regular,21:00  Hrs.,
1669,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-23,clausura-2016,regular,12:00  Hrs.,
1670,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-23,clausura-2016,regular,17:00  Hrs.,
1671,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-24,clausura-2016,regular,19:30  Hrs.,
1672,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-24,clausura-2016,regular,21:30  Hrs.,
1673,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-24,clausura-2016,regular,17:00  Hrs.,
1674,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-24,clausura-2016,regular,19:00  Hrs.,
1675,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-24,clausura-2016,regular,20:06  Hrs.,
1676,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-24,clausura-2016,regular,20:30  Hrs.,
1677,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-24,clausura-2016,regular,21:00  Hrs.,
1678,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-24,clausura-2016,regular,12:00  Hrs.,
1679,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-24,clausura-2016,regular,17:00  Hrs.,
1680,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-25,clausura-2016,regular,19:30  Hrs.,
1681,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-25,clausura-2016,regular,21:30  Hrs.,
1682,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-25,clausura-2016,regular,17:00  Hrs.,
1683,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-25,clausura-2016,regular,19:00  Hrs.,
1684,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-25,clausura-2016,regular,20:06  Hrs.,
1685,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-25,clausura-2016,regular,20:30  Hrs.,
1686,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-25,clausura-2016,regular,21:00  Hrs.,
1687,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-25,clausura-2016,regular,12:00  Hrs.,
1688,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-25,clausura-2016,regular,17:00  Hrs.,
1689,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-26,clausura-2016,regular,19:30  Hrs.,
1690,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-26,clausura-2016,regular,21:30  Hrs.,
1691,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-26,clausura-2016,regular,17:00  Hrs.,
1692,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-26,clausura-2016,regular,19:00  Hrs.,
1693,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-26,clausura-2016,regular,20:06  Hrs.,
1694,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-26,clausura-2016,regular,20:30  Hrs.,
1695,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-26,clausura-2016,regular,21:00  Hrs.,
1696,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-26,clausura-2016,regular,12:00  Hrs.,
1697,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-26,clausura-2016,regular,17:00  Hrs.,
1698,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-27,clausura-2016,regular,19:30  Hrs.,
1699,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-27,clausura-2016,regular,21:30  Hrs.,
1700,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-27,clausura-2016,regular,17:00  Hrs.,
1701,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-27,clausura-2016,regular,19:00  Hrs.,
1702,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-27,clausura-2016,regular,20:06  Hrs.,
1703,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-27,clausura-2016,regular,20:30  Hrs.,
1704,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-27,clausura-2016,regular,21:00  Hrs.,
1705,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-27,clausura-2016,regular,12:00  Hrs.,
1706,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-27,clausura-2016,regular,17:00  Hrs.,
1707,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-28,clausura-2016,regular,19:30  Hrs.,
1708,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-28,clausura-2016,regular,21:30  Hrs.,
1709,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-28,clausura-2016,regular,17:00  Hrs.,
1710,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-28,clausura-2016,regular,19:00  Hrs.,
1711,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-28,clausura-2016,regular,20:06  Hrs.,
1712,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-28,clausura-2016,regular,20:30  Hrs.,
1713,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-28,clausura-2016,regular,21:00  Hrs.,
1714,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-28,clausura-2016,regular,12:00  Hrs.,
1715,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-28,clausura-2016,regular,17:00  Hrs.,
1716,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-29,clausura-2016,regular,19:30  Hrs.,
1717,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-29,clausura-2016,regular,21:30  Hrs.,
1718,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-29,clausura-2016,regular,17:00  Hrs.,
1719,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-29,clausura-2016,regular,19:00  Hrs.,
1720,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-29,clausura-2016,regular,20:06  Hrs.,
1721,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-29,clausura-2016,regular,20:30  Hrs.,
1722,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-29,clausura-2016,regular,21:00  Hrs.,
1723,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-29,clausura-2016,regular,12:00  Hrs.,
1724,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-29,clausura-2016,regular,17:00  Hrs.,
1725,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-30,clausura-2016,regular,19:30  Hrs.,
1726,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-30,clausura-2016,regular,21:30  Hrs.,
1727,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-30,clausura-2016,regular,17:00  Hrs.,
1728,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-30,clausura-2016,regular,19:00  Hrs.,
1729,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-30,clausura-2016,regular,20:06  Hrs.,
1730,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-30,clausura-2016,regular,20:30  Hrs.,
1731,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-30,clausura-2016,regular,21:00  Hrs.,
1732,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-30,clausura-2016,regular,12:00  Hrs.,
1733,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-30,clausura-2016,regular,17:00  Hrs.,
1734,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-31,clausura-2016,regular,19:30  Hrs.,
1735,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-31,clausura-2016,regular,21:30  Hrs.,
1736,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-31,clausura-2016,regular,17:00  Hrs.,
1737,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-31,clausura-2016,regular,19:00  Hrs.,
1738,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-31,clausura-2016,regular,20:06  Hrs.,
1739,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-31,clausura-2016,regular,20:30  Hrs.,
1740,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-31,clausura-2016,regular,21:00  Hrs.,
1741,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-31,clausura-2016,regular,12:00  Hrs.,
1742,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-31,clausura-2016,regular,17:00  Hrs.,
1743,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-32,clausura-2016,regular,19:30  Hrs.,
1744,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-32,clausura-2016,regular,21:30  Hrs.,
1745,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-32,clausura-2016,regular,17:00  Hrs.,
1746,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-32,clausura-2016,regular,19:00  Hrs.,
1747,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-32,clausura-2016,regular,20:06  Hrs.,
1748,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-32,clausura-2016,regular,20:30  Hrs.,
1749,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-32,clausura-2016,regular,21:00  Hrs.,
1750,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-32,clausura-2016,regular,12:00  Hrs.,
1751,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-32,clausura-2016,regular,17:00  Hrs.,
1752,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-33,clausura-2016,regular,19:30  Hrs.,
1753,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-33,clausura-2016,regular,21:30  Hrs.,
1754,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-33,clausura-2016,regular,17:00  Hrs.,
1755,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-33,clausura-2016,regular,19:00  Hrs.,
1756,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-33,clausura-2016,regular,20:06  Hrs.,
1757,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-33,clausura-2016,regular,20:30  Hrs.,
1758,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-33,clausura-2016,regular,21:00  Hrs.,
1759,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-33,clausura-2016,regular,12:00  Hrs.,
1760,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-33,clausura-2016,regular,17:00  Hrs.,
1761,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-34,clausura-2016,regular,19:30  Hrs.,
1762,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-34,clausura-2016,regular,21:30  Hrs.,
1763,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-34,clausura-2016,regular,17:00  Hrs.,
1764,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-34,clausura-2016,regular,19:00  Hrs.,
1765,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-34,clausura-2016,regular,20:06  Hrs.,
1766,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-34,clausura-2016,regular,20:30  Hrs.,
1767,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-34,clausura-2016,regular,21:00  Hrs.,
1768,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-34,clausura-2016,regular,12:00  Hrs.,
1769,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-34,clausura-2016,regular,17:00  Hrs.,
1770,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-35,clausura-2016,regular,19:30  Hrs.,
1771,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-35,clausura-2016,regular,21:30  Hrs.,
1772,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-35,clausura-2016,regular,17:00  Hrs.,
1773,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-35,clausura-2016,regular,19:00  Hrs.,
1774,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-35,clausura-2016,regular,20:06  Hrs.,
1775,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-35,clausura-2016,regular,20:30  Hrs.,
1776,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-35,clausura-2016,regular,21:00  Hrs.,
1777,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-35,clausura-2016,regular,12:00  Hrs.,
1778,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-35,clausura-2016,regular,17:00  Hrs.,
1779,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-36,clausura-2016,regular,19:30  Hrs.,
1780,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-36,clausura-2016,regular,21:30  Hrs.,
1781,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-36,clausura-2016,regular,17:00  Hrs.,
1782,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-36,clausura-2016,regular,19:00  Hrs.,
1783,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-36,clausura-2016,regular,20:06  Hrs.,
1784,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-36,clausura-2016,regular,20:30  Hrs.,
1785,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-36,clausura-2016,regular,21:00  Hrs.,
1786,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-36,clausura-2016,regular,12:00  Hrs.,
1787,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-36,clausura-2016,regular,17:00  Hrs.,
1788,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-37,clausura-2016,regular,19:30  Hrs.,
1789,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-37,clausura-2016,regular,21:30  Hrs.,
1790,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-37,clausura-2016,regular,17:00  Hrs.,
1791,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-37,clausura-2016,regular,19:00  Hrs.,
1792,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-37,clausura-2016,regular,20:06  Hrs.,
1793,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-37,clausura-2016,regular,20:30  Hrs.,
1794,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-37,clausura-2016,regular,21:00  Hrs.,
1795,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-37,clausura-2016,regular,12:00  Hrs.,
1796,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-37,clausura-2016,regular,17:00  Hrs.,
1797,Morelia,"vie 6 de mayo, 2016",Veracruz,1 - 2,jornada-38,clausura-2016,regular,19:30  Hrs.,
1798,Chivas,"vie 6 de mayo, 2016",Santos,0 - 1,jornada-38,clausura-2016,regular,21:30  Hrs.,
1799,Tigres,"sáb 7 de mayo, 2016",Cruz Azul,0 - 3,jornada-38,clausura-2016,regular,17:00  Hrs.,
1800,Toluca,"sáb 7 de mayo, 2016",Monterrey,1 - 2,jornada-38,clausura-2016,regular,19:00  Hrs.,
1801,Chiapas FC,"sáb 7 de mayo, 2016",Pachuca,2 - 1,jornada-38,clausura-2016,regular,20:06  Hrs.,
1802,Club Tijuana,"sáb 7 de mayo, 2016",Atlas,0 - 0,jornada-38,clausura-2016,regular,20:30  Hrs.,
1803,León,"sáb 7 de mayo, 2016",Dorados,0 - 1,jornada-38,clausura-2016,regular,21:00  Hrs.,
1804,América,"dom 8 de mayo, 2016",Pumas,1 - 1,jornada-38,clausura-2016,regular,12:00  Hrs.,
1805,Club Querétaro,"dom 8 de mayo, 2016",Puebla,3 - 1,jornada-38,clausura-2016,regular,17:00  Hrs.,
1806,Monterrey,"mié 11 de mayo, 2016",Tigres,1 - 3,ida,clausura-2016,cuartos-de-final,19:00  Hrs.,
1807,León,"mié 11 de mayo, 2016",Morelia,1 - 1,ida,clausura-2016,cuartos-de-final,21:00  Hrs.,
1808,Pachuca,"jue 12 de mayo, 2016",Santos,1 - 1,ida,clausura-2016,cuartos-de-final,19:00  Hrs.,
1809,América,"jue 12 de mayo, 2016",Chivas,0 - 0,ida,clausura-2016,cuartos-de-final,21:00  Hrs.,
1810,Tigres,"sáb 14 de mayo, 2016",Monterrey,1 - 2,vuelta,clausura-2016,cuartos-de-final,19:00  Hrs.,
1811,Morelia,"sáb 14 de mayo, 2016",León,4 - 1,vuelta,clausura-2016,cuartos-de-final,21:06  Hrs.,
1812,Chivas,"dom 15 de mayo, 2016",América,2 - 1,vuelta,clausura-2016,cuartos-de-final,18:00  Hrs.,
1813,Santos,"dom 15 de mayo, 2016",Pachuca,3 - 2,vuelta,clausura-2016,cuartos-de-final,20:06  Hrs.,
1814,Monterrey,"mié 18 de mayo, 2016",América,1 - 0,ida,clausura-2016,semifinales,20:30  Hrs.,
1815,Pachuca,"jue 19 de mayo, 2016",León,1 - 1,ida,clausura-2016,semifinales,20:06  Hrs.,
1816,América,"sáb 21 de mayo, 2016",Monterrey,4 - 2,vuelta,clausura-2016,semifinales,20:30  Hrs.,
1817,León,"dom 22 de mayo, 2016",Pachuca,2 - 1,vuelta,clausura-2016,semifinales,20:06  Hrs.,
1818,Pachuca,"dom 29 de mayo, 2016",Monterrey,1 - 1,vuelta,clausura-2016,final,20:36  Hrs.,
1819,Monterrey,"jue 26 de mayo, 2016",Pachuca,1 - 0,ida,clausura-2016,final,20:06  Hrs.,
1820,Chivas,"vie 24 de julio, 2015",Veracruz,2 - 0,jornada-1,apertura-2015,regular,19:30  Hrs.,
1821,Morelia,"sáb 25 de julio, 2015",Cruz Azul,0 - 3,jornada-1,apertura-2015,regular,17:00  Hrs.,
1822,Toluca,"sáb 25 de julio, 2015",Tigres,0 - 1,jornada-1,apertura-2015,regular,19:00  Hrs.,Universitario
1823,Club Tijuana,"sáb 25 de julio, 2015",Pachuca,2 - 1,jornada-1,apertura-2015,regular,20:06  Hrs.,
1824,Club Querétaro,"sáb 25 de julio, 2015",Atlas,0 - 2,jornada-1,apertura-2015,regular,20:30  Hrs.,
1825,León,"sáb 25 de julio, 2015",Santos,1 - 3,jornada-1,apertura-2015,regular,21:00  Hrs.,
1826,Chiapas FC,"sáb 25 de julio, 2015",Dorados,0 - 0,jornada-1,apertura-2015,regular,21:00  Hrs.,
1827,Monterrey,"dom 26 de julio, 2015",Pumas,3 - 0,jornada-1,apertura-2015,regular,12:00  Hrs.,
1828,América,"dom 26 de julio, 2015",Puebla,4 - 2,jornada-1,apertura-2015,regular,17:00  Hrs.,
1829,Pachuca,"vie 31 de julio, 2015",Club Querétaro,1 - 2,jornada-2,apertura-2015,regular,19:30  Hrs.,
1830,Dorados,"vie 31 de julio, 2015",Club Tijuana,1 - 2,jornada-2,apertura-2015,regular,21:30  Hrs.,
1831,Atlas,"sáb 1 de agosto, 2015",América,1 - 3,jornada-2,apertura-2015,regular,17:00  Hrs.,
1832,Veracruz,"sáb 1 de agosto, 2015",León,4 - 1,jornada-2,apertura-2015,regular,20:06  Hrs.,
1833,Tigres,"sáb 1 de agosto, 2015",Morelia,1 - 0,jornada-2,apertura-2015,regular,20:30  Hrs.,
1834,Santos,"sáb 1 de agosto, 2015",Chiapas FC,2 - 1,jornada-2,apertura-2015,regular,21:00  Hrs.,
1835,Pumas,"dom 2 de agosto, 2015",Toluca,2 - 1,jornada-2,apertura-2015,regular,12:00  Hrs.,
1836,Cruz Azul,"dom 2 de agosto, 2015",Chivas,0 - 1,jornada-2,apertura-2015,regular,17:00  Hrs.,
1837,Puebla,"vie 9 de octubre, 2015",Monterrey,1 - 1,jornada-2,apertura-2015,regular,20:30  Hrs.,
1838,Chiapas FC,"vie 7 de agosto, 2015",Veracruz,2 - 1,jornada-3,apertura-2015,regular,19:30  Hrs.,
1839,Club Tijuana,"vie 7 de agosto, 2015",Santos,0 - 1,jornada-3,apertura-2015,regular,21:30  Hrs.,
1840,León,"sáb 8 de agosto, 2015",Cruz Azul,2 - 0,jornada-3,apertura-2015,regular,17:00  Hrs.,
1841,América,"sáb 8 de agosto, 2015",Pachuca,0 - 3,jornada-3,apertura-2015,regular,20:06  Hrs.,
1842,Monterrey,"sáb 8 de agosto, 2015",Atlas,0 - 3,jornada-3,apertura-2015,regular,20:30  Hrs.,
