,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Santos,,29,,,,,,
1,Club Querétaro,,28,,,,,,
2,Pachuca,,28,,,,,,
3,Monterrey,,27,,,,,,
4,América,,26,,,,,,
5,Puebla,,26,,,,,,
6,Morelia,,25,,,,,,
7,Estudiantes,,24,,,,,,
8,Chivas,,24,,,,,,
9,Atlante,,24,,,,,,
10,Gallos Blancos,,24,,,,,,
11,Chiapas FC,,23,,,,,,
12,Tigres,,22,,,,,,
13,Club Tijuana,,21,,,,,,
14,Cruz Azul,,21,,,,,,
15,Atlas,,20,,,,,,
16,Toluca,,19,,,,,,
17,Pumas,,19,,,,,,
