,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Cruz Azul,,35,,,,,,
1,Tigres,,30,,,,,,
2,América,,30,,,,,,
3,Morelia,,25,,,,,,
4,Monterrey,,22,,,,,,
5,Club Querétaro,,21,,,,,,
6,Puebla,,20,,,,,,
7,Santos,,20,,,,,,
8,Atlas,,20,,,,,,
9,Club Tijuana,,19,,,,,,
10,Chiapas FC,,19,,,,,,
11,Pumas,,19,,,,,,
12,Pachuca,,18,,,,,,
13,Gallos Blancos,,18,,,,,,
14,Atlante,,16,,,,,,
15,Chivas,,15,,,,,,
16,Toluca,,14,,,,,,
17,León,,14,,,,,,
