,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Pumas,,72,,,,,,
1,Tampico Madero,,65,,,,,,
2,Leones Negros,,60,,,,,,
3,León,,56,,,,,,
4,América,,53,,,,,,
5,Oaxtepec,,53,,,,,,
6,Puebla,,52,,,,,,
7,Atlas,,52,,,,,,
8,Cruz Azul,,52,,,,,,
9,Estudiantes,,52,,,,,,
10,Atlante,,51,,,,,,
11,Chivas,,49,,,,,,
12,Monterrey,,49,,,,,,
13,Potosino,,49,,,,,,
14,Toros Neza,,44,,,,,,
15,Tigres,,40,,,,,,
16,Necaxa,,37,,,,,,
17,Morelia,,37,,,,,,
18,Toluca,,34,,,,,,
19,Zacatepec,,30,,,,,,
