,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Chivas,,33,,,,,,
1,Puebla,,32,,,,,,
2,Toros Neza,,30,,,,,,
3,Atlante,,30,,,,,,
4,Atlas,,28,,,,,,
5,Toluca,,26,,,,,,
6,Cruz Azul,,26,,,,,,
7,Pachuca,,25,,,,,,
8,América,,24,,,,,,
9,Necaxa,,24,,,,,,
10,León,,24,,,,,,
11,Pumas,,23,,,,,,
12,Santos,,21,,,,,,
13,Estudiantes,,20,,,,,,
14,Morelia,,20,,,,,,
15,Celaya,,19,,,,,,
16,Monterrey,,15,,,,,,
17,Veracruz,,14,,,,,,
