,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Pumas,,64,,,,,,
1,Atlante,,62,,,,,,
2,Puebla,,59,,,,,,
3,Tigres,,57,,,,,,
4,Potosino,,55,,,,,,
5,América,,54,,,,,,
6,Toros Neza,,54,,,,,,
7,Toluca,,53,,,,,,
8,Cruz Azul,,51,,,,,,
9,Leones Negros,,49,,,,,,
10,Monterrey,,49,,,,,,
11,Atlético Español,,48,,,,,,
12,Estudiantes,,48,,,,,,
13,Tampico Madero,,45,,,,,,
14,Campesinos,,44,,,,,,
15,Zacatepec,,44,,,,,,
16,León,,41,,,,,,
17,Chivas,,39,,,,,,
18,Morelia,,37,,,,,,
19,Atlas,,35,,,,,,
