,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Tigres,,37,,,,,,
1,Monterrey,,36,,,,,,
2,Atlas,,34,,,,,,
3,Chivas,,34,,,,,,
4,Cruz Azul,,30,,,,,,
5,Pachuca,,30,,,,,,
6,Morelia,,29,,,,,,
7,Veracruz,,27,,,,,,
8,Necaxa,,27,,,,,,
9,Toluca,,27,,,,,,
10,Atlante,,27,,,,,,
11,Dorados,,25,,,,,,
12,Pumas,,25,,,,,,
13,Santos,,22,,,,,,
14,Club Querétaro,,18,,,,,,
15,Puebla,,17,,,,,,
16,Estudiantes,,17,,,,,,
17,América,,17,,,,,,
