,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,América,,38,,,,,,
1,Cruz Azul,,36,,,,,,
2,Santos,,31,,,,,,
3,Estudiantes,,31,,,,,,
4,Chivas,,29,,,,,,
5,Necaxa,,28,,,,,,
6,Morelia,,27,,,,,,
7,Tigres,,25,,,,,,
8,Monterrey,,24,,,,,,
9,Atlante,,24,,,,,,
10,Dorados,,23,,,,,,
11,Atlas,,21,,,,,,
12,Pachuca,,20,,,,,,
13,Puebla,,19,,,,,,
14,Pumas,,19,,,,,,
15,Club Querétaro,,19,,,,,,
16,Toluca,,17,,,,,,
17,Veracruz,,15,,,,,,
