,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,León,,34,,,,,,
1,Toluca,,28,,,,,,
2,América,,28,,,,,,
3,Morelia,,25,,,,,,
4,Atlante,,23,,,,,,
5,Tigres,,23,,,,,,
6,Club Tijuana,,23,,,,,,
7,Club Querétaro,,23,,,,,,
8,Monterrey,,23,,,,,,
9,Cruz Azul,,22,,,,,,
10,Santos,,22,,,,,,
11,Pumas,,18,,,,,,
12,Chivas,,17,,,,,,
13,Puebla,,16,,,,,,
14,Atlas,,16,,,,,,
15,Chiapas FC,,14,,,,,,
16,Pachuca,,13,,,,,,
17,Gallos Blancos,,11,,,,,,
