,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Zacatepec,,72,,,,,,
1,América,,71,,,,,,
2,Atlante,,70,,,,,,
3,Pumas,,68,,,,,,
4,Cruz Azul,,67,,,,,,
5,Tigres,,62,,,,,,
6,Tampico Madero,,61,,,,,,
7,Puebla,,56,,,,,,
8,Toros Neza,,53,,,,,,
9,Estudiantes,,51,,,,,,
10,Atlas,,47,,,,,,
11,Jalisco,,46,,,,,,
12,Chivas,,45,,,,,,
13,Toluca,,44,,,,,,
14,Leones Negros,,41,,,,,,
15,León,,41,,,,,,
16,Monterrey,,40,,,,,,
17,Curtidores,,39,,,,,,
18,Atlético Español,,37,,,,,,
19,Potosino,,34,,,,,,
