,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,América,,70,,,,,,
1,Tigres,,62,,,,,,
2,Pumas,,61,,,,,,
3,Puebla,,57,,,,,,
4,Monterrey,,57,,,,,,
5,Veracruz,,53,,,,,,
6,Cruz Azul,,47,,,,,,
7,Leones Negros,,47,,,,,,
8,Estudiantes,,45,,,,,,
9,Morelia,,44,,,,,,
10,Cobras,,43,,,,,,
11,Toluca,,42,,,,,,
12,Chivas,,41,,,,,,
13,Irapuato,,38,,,,,,
14,Santos,,37,,,,,,
15,Necaxa,,36,,,,,,
16,Atlante,,36,,,,,,
17,Correcaminos,,34,,,,,,
18,Atlas,,32,,,,,,
19,Tampico Madero,,28,,,,,,
