,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Estudiantes,,30,,,,,,
1,Cruz Azul,,29,,,,,,
2,Morelia,,28,,,,,,
3,Pachuca,,25,,,,,,
4,Toluca,,25,,,,,,
5,Chiapas FC,,24,,,,,,
6,Atlas,,23,,,,,,
7,Chivas,,23,,,,,,
8,Pumas,,22,,,,,,
9,Atlante,,22,,,,,,
10,Tigres,,22,,,,,,
11,América,,22,,,,,,
12,Santos,,22,,,,,,
13,Club Querétaro,,20,,,,,,
14,Monterrey,,18,,,,,,
15,Indios,,17,,,,,,
16,Necaxa,,17,,,,,,
17,Puebla,,12,,,,,,
