,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Pumas,,77,,,,,,
1,Cruz Azul,,70,,,,,,
2,Leones Negros,,60,,,,,,
3,Tampico Madero,,59,,,,,,
4,Toluca,,59,,,,,,
5,América,,58,,,,,,
6,Tigres,,58,,,,,,
7,Potosino,,58,,,,,,
8,Estudiantes,,56,,,,,,
9,Zacatepec,,55,,,,,,
10,Curtidores,,54,,,,,,
11,Atlético Español,,53,,,,,,
12,Puebla,,53,,,,,,
13,Monterrey,,51,,,,,,
14,Atlante,,51,,,,,,
15,León,,50,,,,,,
16,Jalisco,,49,,,,,,
17,Chivas,,43,,,,,,
18,Toros Neza,,35,,,,,,
19,Veracruz,,34,,,,,,
