,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Atlas,,40,,,,,,
1,Toluca,,40,,,,,,
2,Necaxa,,32,,,,,,
3,América,,31,,,,,,
4,Monterrey,,29,,,,,,
5,Pumas,,28,,,,,,
6,Pachuca,,28,,,,,,
7,Tigres,,27,,,,,,
8,Santos,,27,,,,,,
9,Morelia,,26,,,,,,
10,Estudiantes,,26,,,,,,
11,Cruz Azul,,25,,,,,,
12,León,,22,,,,,,
13,Atlante,,20,,,,,,
14,Chivas,,20,,,,,,
15,Celaya,,19,,,,,,
16,Puebla,,19,,,,,,
17,Toros Neza,,19,,,,,,
