,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Necaxa,,35,,,,,,
1,Cruz Azul,,34,,,,,,
2,América,,34,,,,,,
3,Monterrey,,32,,,,,,
4,Santos,,31,,,,,,
5,Club Querétaro,,30,,,,,,
6,Tigres,,30,,,,,,
7,Atlante,,29,,,,,,
8,Toluca,,27,,,,,,
9,Morelia,,27,,,,,,
10,Estudiantes,,27,,,,,,
11,Pachuca,,26,,,,,,
12,Veracruz,,24,,,,,,
13,Atlas,,22,,,,,,
14,Dorados,,20,,,,,,
15,Chiapas FC,,18,,,,,,
16,Pumas,,17,,,,,,
17,Chivas,,16,,,,,,
