,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Pumas,,66,,,,,,
1,América,,62,,,,,,
2,Cruz Azul,,60,,,,,,
3,Jalisco,,59,,,,,,
4,Atlas,,58,,,,,,
5,León,,57,,,,,,
6,Laguna,,53,,,,,,
7,Tigres,,52,,,,,,
8,Atlético Español,,51,,,,,,
9,Leones Negros,,51,,,,,,
10,Curtidores,,50,,,,,,
11,Toluca,,48,,,,,,
12,Monterrey,,47,,,,,,
13,Chivas,,46,,,,,,
14,Puebla,,42,,,,,,
15,Zacatepec,,41,,,,,,
16,Estudiantes,,40,,,,,,
17,Potosino,,39,,,,,,
18,Veracruz,,38,,,,,,
19,Atlante,,27,,,,,,
