,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Pachuca,,32,,,,,,
1,Monterrey,,27,,,,,,
2,Cruz Azul,,27,,,,,,
3,Toluca,,27,,,,,,
4,Chivas,,26,,,,,,
5,Veracruz,,26,,,,,,
6,Atlas,,25,,,,,,
7,Morelia,,24,,,,,,
8,Estudiantes,,22,,,,,,
9,Pumas,,21,,,,,,
10,América,,21,,,,,,
11,Gallos Blancos,,20,,,,,,
12,Club Querétaro,,19,,,,,,
13,Atlante,,19,,,,,,
14,Santos,,19,,,,,,
15,Necaxa,,18,,,,,,
16,Chiapas FC,,14,,,,,,
17,Tigres,,14,,,,,,
