,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Pumas,,67,,,,,,
1,Monterrey,,62,,,,,,
2,Necaxa,,61,,,,,,
3,Veracruz,,59,,,,,,
4,América,,59,,,,,,
5,León,,55,,,,,,
6,Toluca,,53,,,,,,
7,Gallos Blancos,,49,,,,,,
8,Morelia,,48,,,,,,
9,Cruz Azul,,47,,,,,,
10,Leones Negros,,47,,,,,,
11,Tigres,,44,,,,,,
12,Estudiantes,,43,,,,,,
13,Chivas,,43,,,,,,
14,Puebla,,40,,,,,,
15,Irapuato,,38,,,,,,
16,Atlas,,38,,,,,,
17,Cobras,,37,,,,,,
18,Correcaminos,,35,,,,,,
19,Santos,,35,,,,,,
