,Equipo,FDL,GF,G_C,LL,LLA,PREC,TG,TT
0,Tampico Madero,,87,,,,,,
1,Puebla,,74,,,,,,
2,Cruz Azul,,68,,,,,,
3,Chivas,,64,,,,,,
4,Morelia,,59,,,,,,
5,Atlante,,59,,,,,,
6,Toluca,,58,,,,,,
7,América,,58,,,,,,
8,Necaxa,,57,,,,,,
9,Estudiantes,,50,,,,,,
10,Correcaminos,,48,,,,,,
11,Leones Negros,,48,,,,,,
12,Atlas,,47,,,,,,
13,Cobras,,44,,,,,,
14,Monterrey,,44,,,,,,
15,Irapuato,,43,,,,,,
16,Pumas,,41,,,,,,
17,Tigres,,35,,,,,,
18,Potosino,,31,,,,,,
19,Santos,,26,,,,,,
